status,n_joined_pairs,dataset,n_pairs,mosaic_method,mmochi_method,mosaic_correct_mmochi_wrong,mmochi_correct_mosaic_wrong,discordant_pairs,mcnemar_exact_p_two_sided,mcnemar_chi2_continuity,paired_accuracy_delta_mosaic_minus_mmochi,boundary_classes,boundary_n,weight_comparison_status,weight_comparison_reason,mosaic_accuracy,mosaic_balanced_accuracy,mosaic_weighted_f1,mosaic_macro_f1,mmochi_accuracy,mmochi_balanced_accuracy,mmochi_weighted_f1,mmochi_macro_f1
ready,2098,GSE229791 PDC101 sorted external holdout,2098,MOSAIC-HPM-lite gated multimodal prototype network,MMoCHi official prediction,80,74,154,0.6871492187686523,0.16233766233766234,0.002859866539561487,"['cd4_cm', 'cd8_cm']",430,not_estimable,MOSAIC adt_gate and MMoCHi certainty are different estimands; MMoCHi modality weights were not saved in the evaluated artifact,0.9375595805529076,0.9323345282220372,0.9375223490975965,0.9328089064887224,0.9346997140133461,0.9290316174393187,0.9334635518503436,0.9297923945792863
