target_label,seed,score,known_coverage_target,threshold,known_test_coverage,known_false_reject_rate,unknown_recall,unknown_auroc,unknown_auprc,known_accepted_l3_accuracy,known_rejected_parent_accuracy,unknown_rejected_parent_accuracy,unknown_parent_safe_rate,known_accepted_l3_risk,known_hierarchical_accuracy,unknown_hierarchical_accuracy,combined_hierarchical_accuracy,unknown_unsafe_accept_rate,n_val_known,n_test_known,n_test_unknown
CD4 TCM_1,43,one_minus_max_probability,0.8,0.20270687341690063,0.7846989030669353,0.2153010969330647,0.5095367847411444,0.7271651587878167,0.17425027621137346,0.9437272662434919,0.9121393293475435,0.45454545454545453,0.23160762942779292,0.0562727337565081,0.9369263487799417,0.23160762942779292,0.9090957961509515,0.4904632152588556,9927,17868,734
CD4 TCM_1,43,one_minus_margin,0.95,0.5097403526306152,0.9409558988135214,0.05904410118647862,0.3065395095367847,0.7296130601095896,0.12575857425485132,0.9386189258312021,0.7886255924170616,0.4488888888888889,0.13760217983651227,0.0613810741687979,0.9297627042758003,0.13760217983651227,0.898505537039028,0.6934604904632152,9927,17868,734
CD4 TCM_1,43,one_minus_margin,0.8,0.21901744604110718,0.7821804342959481,0.21781956570405195,0.5544959128065395,0.7296130601095896,0.12575857425485132,0.9514167143674871,0.9026207605344296,0.4520884520884521,0.2506811989100817,0.04858328563251291,0.9407880008954556,0.2506811989100817,0.9135576819696807,0.44550408719346046,9927,17868,734
CD4 TCM_1,43,energy,0.95,-4.745755672454834,0.9409558988135214,0.05904410118647862,0.5395095367847411,0.8002387246102054,0.2732479721300238,0.9354666032236959,0.7658767772511849,0.4898989898989899,0.26430517711171664,0.0645333967763041,0.9254533243787777,0.26430517711171664,0.899365659606494,0.4604904632152589,9927,17868,734
CD4 TCM_1,43,energy,0.8,-4.995997905731201,0.7985784642937095,0.20142153570629057,0.6348773841961853,0.8002387246102054,0.2732479721300238,0.9370663676501507,0.9119199777716033,0.4871244635193133,0.30926430517711173,0.06293363234984928,0.9320013431833445,0.30926430517711173,0.9074293086764864,0.3651226158038147,9927,17868,734
CD8 TEM_4,41,one_minus_max_probability,0.95,0.408565878868103,0.9465893741557857,0.05341062584421432,0.16343919442292795,0.5962246944959929,0.11836564331604064,0.9323978833462155,0.7302423603793466,0.9620853080568721,0.15724244771494966,0.06760211665378446,0.9216006303466907,0.15724244771494966,0.8698252793955612,0.836560805577072,9871,17768,1291
CD8 TEM_4,41,one_minus_max_probability,0.8,0.20452624559402466,0.7843876632147682,0.21561233678523187,0.4206041828040279,0.5962246944959929,0.11836564331604064,0.949056468393485,0.8770555990602976,0.9779005524861878,0.4113090627420604,0.05094353160651499,0.9335321927059883,0.4113090627420604,0.8981583503856446,0.5793958171959721,9871,17768,1291
CD8 TEM_4,41,one_minus_margin,0.95,0.6258507966995239,0.9448446645655111,0.05515533543448897,0.16963594113090627,0.6248637442886384,0.136926615952597,0.9323921848939719,0.7408163265306122,0.9680365296803652,0.16421378776142526,0.06760781510602809,0.9218257541647906,0.16421378776142526,0.8705073718453225,0.8303640588690937,9871,17768,1291
CD8 TEM_4,41,one_minus_margin,0.8,0.22355198860168457,0.7884961728950923,0.2115038271049077,0.48412083656080557,0.6248637442886384,0.136926615952597,0.9579586009992862,0.8592336349121873,0.9776,0.47327652982184354,0.0420413990007138,0.9370778928410626,0.47327652982184354,0.9056613673330185,0.5158791634391944,9871,17768,1291
CD8 TEM_4,41,energy,0.95,-4.73754358291626,0.9423120216118865,0.057687978388113466,0.11618900077459333,0.5010290128974499,0.07401232049901704,0.9281490772263036,0.7414634146341463,0.9533333333333334,0.11076684740511232,0.07185092277369642,0.9173795587573165,0.11076684740511232,0.8627420116480403,0.8838109992254066,9871,17768,1291
CD8 TEM_4,41,energy,0.8,-4.94551420211792,0.7940117064385412,0.2059882935614588,0.2114639814097599,0.5010290128974499,0.07401232049901704,0.924794442869294,0.9084699453551912,0.967032967032967,0.20449264136328427,0.07520555713070598,0.9214317874831157,0.20449264136328427,0.872868461094496,0.7885360185902401,9871,17768,1291
CD8 TEM_4,42,one_minus_max_probability,0.95,0.411030650138855,0.9428185502026114,0.05718144979738857,0.17118512780790085,0.5592897622546003,0.10665816296004754,0.9369030563514804,0.7539370078740157,0.9140271493212669,0.15646785437645236,0.06309694364851959,0.9264407924358398,0.15646785437645236,0.8742851146440002,0.8288148721920992,9871,17768,1291
CD8 TEM_4,42,one_minus_max_probability,0.8,0.21899449825286865,0.7946870778928411,0.20531292210715893,0.3632842757552285,0.5592897622546003,0.10665816296004754,0.9539660056657224,0.8821271929824561,0.9594882729211087,0.34856700232378,0.04603399433427757,0.9392165691130122,0.34856700232378,0.8992077233852773,0.6367157242447715,9871,17768,1291
