method,modality,hidden_dims,label_smoothing,n_train,n_val,n_test,n_genes,n_proteins,n_features,n_classes,runtime_seconds,best_epoch,best_val_accuracy,best_val_weighted_f1,best_val_macro_f1,best_val_balanced_accuracy,best_accuracy_seen,best_weighted_f1_seen,selection_metric,selection_acc_tolerance,selection_weighted_tolerance,selection_constraint_penalty,class_weight_mode,class_weight_max,class_weights,device,test_loss,test_accuracy,test_weighted_f1,test_macro_f1,test_balanced_accuracy,test_donor,seed,run_dir
MLP_matched_sqrt_balanced_constraint_macro,both,"704,256",0.03,122863,21811,17090,3000,224,3224,58,87.57044097222388,31,0.920819769840906,0.9202569495990884,0.8368540952739301,0.8338316147640761,0.921049011966439,0.9203022473522816,constraint_macro,0.0015,0.0015,2.0,sqrt_balanced,5.0,"[3.73984432220459, 4.02793550491333, 0.7024519443511963, 0.6114172339439392, 0.51606285572052, 0.6456484198570251, 0.329230934381485, 0.4241107106208801, 0.11476205289363861, 0.2847326397895813, 0.48975709080696106, 0.16903819143772125, 2.1348016262054443, 0.2525761127471924, 0.9088909029960632, 0.2928343117237091, 0.5303589701652527, 1.1223403215408325, 0.5118787288665771, 2.557741641998291, 0.23419812321662903, 1.3864727020263672, 2.3901400566101074, 0.7521300315856934, 0.7911612391471863, 0.8789675831794739, 0.41812726855278015, 0.45237717032432556, 1.0659047365188599, 0.3907855153083801, 0.5233292579650879, 0.9472907185554504, 0.9568650126457214, 2.479022979736328, 1.176572561264038, 2.044874429702759, 0.518279492855072, 1.0198122262954712, 0.34407952427864075, 0.23005133867263794, 0.4910655915737152, 0.576597273349762, 0.697380006313324, 1.2418657541275024, 3.0712718963623047, 0.5312808156013489, 0.6724442839622498, 0.5944038033485413, 2.034414768218994, 0.8362545371055603, 0.5775448679924011, 1.5971803665161133, 1.6554713249206543, 0.6362366080284119, 0.8011133670806885, 0.8935537338256836, 0.9289740324020386, 0.7960906624794006]",unknown,0.4659186682518356,0.9110590988882388,0.9130147186249432,0.7729242279424068,0.7726308546575776,P4,42,results/exp_generalization/v7_mlp_large_pbmc_nested/test_P4/mlp_matched_seed42
MLP_matched_sqrt_balanced_constraint_macro,both,"704,256",0.03,122863,21811,17090,3000,224,3224,58,73.50601086579263,15,0.920682224565586,0.919901562634577,0.8376366263020254,0.8385128300539849,0.921278254091972,0.9206157137136904,constraint_macro,0.0015,0.0015,2.0,sqrt_balanced,5.0,"[3.73984432220459, 4.02793550491333, 0.7024519443511963, 0.6114172339439392, 0.51606285572052, 0.6456484198570251, 0.329230934381485, 0.4241107106208801, 0.11476205289363861, 0.2847326397895813, 0.48975709080696106, 0.16903819143772125, 2.1348016262054443, 0.2525761127471924, 0.9088909029960632, 0.2928343117237091, 0.5303589701652527, 1.1223403215408325, 0.5118787288665771, 2.557741641998291, 0.23419812321662903, 1.3864727020263672, 2.3901400566101074, 0.7521300315856934, 0.7911612391471863, 0.8789675831794739, 0.41812726855278015, 0.45237717032432556, 1.0659047365188599, 0.3907855153083801, 0.5233292579650879, 0.9472907185554504, 0.9568650126457214, 2.479022979736328, 1.176572561264038, 2.044874429702759, 0.518279492855072, 1.0198122262954712, 0.34407952427864075, 0.23005133867263794, 0.4910655915737152, 0.576597273349762, 0.697380006313324, 1.2418657541275024, 3.0712718963623047, 0.5312808156013489, 0.6724442839622498, 0.5944038033485413, 2.034414768218994, 0.8362545371055603, 0.5775448679924011, 1.5971803665161133, 1.6554713249206543, 0.6362366080284119, 0.8011133670806885, 0.8935537338256836, 0.9289740324020386, 0.7960906624794006]",unknown,0.4402436049728103,0.9139847864248098,0.9153843592899924,0.7779970437006137,0.7810889976224107,P4,43,results/exp_generalization/v7_mlp_large_pbmc_nested/test_P4/mlp_matched_seed43
MLP_matched_sqrt_balanced_constraint_macro,both,"704,256",0.03,119211,20742,21811,3000,224,3224,58,86.27215554192662,24,0.9121106932793366,0.9100524852466264,0.8003385415148997,0.8055415454479878,0.9145694725677368,0.911762709363354,constraint_macro,0.0015,0.0015,2.0,sqrt_balanced,5.0,"[3.720132350921631, 4.089325904846191, 0.7389477491378784, 0.6597689986228943, 0.5284804701805115, 0.7065279483795166, 0.3658214509487152, 0.5078700184822083, 0.11574852466583252, 0.3018452823162079, 0.4863136410713196, 0.16590094566345215, 2.1117188930511475, 0.23973770439624786, 0.8751685619354248, 0.3126043677330017, 0.5271980166435242, 1.0131388902664185, 0.5404605865478516, 2.504190683364868, 0.2164553552865982, 1.350659966468811, 2.465956449508667, 0.7710906863212585, 0.5970190167427063, 0.9290324449539185, 0.4115126430988312, 0.45472055673599243, 1.101142168045044, 0.3890187740325928, 0.5198692679405212, 0.9300330877304077, 1.0118457078933716, 2.3447468280792236, 1.1305572986602783, 2.31327223777771, 0.43479281663894653, 1.0647698640823364, 0.3604528307914734, 0.2547755241394043, 0.5406574010848999, 0.6392954587936401, 0.8420718312263489, 1.203697919845581, 3.055083751678467, 0.5959614515304565, 0.5959614515304565, 0.5705264806747437, 1.8600661754608154, 0.82267826795578, 0.5839412212371826, 1.4849836826324463, 1.5988492965698242, 0.6738003492355347, 0.7937570810317993, 0.8458160758018494, 0.914401113986969, 0.8158282041549683]",unknown,0.435248904864456,0.9139883545000228,0.9135800292323164,0.8220459266110212,0.8261284435934273,P5,41,results/exp_generalization/v7_mlp_large_pbmc_nested/test_P5/mlp_matched_seed41
MLP_matched_sqrt_balanced_constraint_macro,both,"704,256",0.03,119211,20742,21811,3000,224,3224,58,87.2281892914325,35,0.9121589046379328,0.908754787509779,0.7915439125572106,0.7953529003502765,0.9130267090926624,0.9097449217965208,constraint_macro,0.0015,0.0015,2.0,sqrt_balanced,5.0,"[3.720132350921631, 4.089325904846191, 0.7389477491378784, 0.6597689986228943, 0.5284804701805115, 0.7065279483795166, 0.3658214509487152, 0.5078700184822083, 0.11574852466583252, 0.3018452823162079, 0.4863136410713196, 0.16590094566345215, 2.1117188930511475, 0.23973770439624786, 0.8751685619354248, 0.3126043677330017, 0.5271980166435242, 1.0131388902664185, 0.5404605865478516, 2.504190683364868, 0.2164553552865982, 1.350659966468811, 2.465956449508667, 0.7710906863212585, 0.5970190167427063, 0.9290324449539185, 0.4115126430988312, 0.45472055673599243, 1.101142168045044, 0.3890187740325928, 0.5198692679405212, 0.9300330877304077, 1.0118457078933716, 2.3447468280792236, 1.1305572986602783, 2.31327223777771, 0.43479281663894653, 1.0647698640823364, 0.3604528307914734, 0.2547755241394043, 0.5406574010848999, 0.6392954587936401, 0.8420718312263489, 1.203697919845581, 3.055083751678467, 0.5959614515304565, 0.5959614515304565, 0.5705264806747437, 1.8600661754608154, 0.82267826795578, 0.5839412212371826, 1.4849836826324463, 1.5988492965698242, 0.6738003492355347, 0.7937570810317993, 0.8458160758018494, 0.914401113986969, 0.8158282041549683]",unknown,0.4232986985101293,0.9203154371647334,0.9194686887461396,0.8310690788591915,0.8314198216955142,P5,42,results/exp_generalization/v7_mlp_large_pbmc_nested/test_P5/mlp_matched_seed42
MLP_matched_sqrt_balanced_constraint_macro,both,"704,256",0.03,119211,20742,21811,3000,224,3224,58,55.38420648872852,3,0.9121589046379328,0.9101843160703978,0.7975265148940707,0.8097362425795205,0.9130749204512584,0.9107077892612429,constraint_macro,0.0015,0.0015,2.0,sqrt_balanced,5.0,"[3.720132350921631, 4.089325904846191, 0.7389477491378784, 0.6597689986228943, 0.5284804701805115, 0.7065279483795166, 0.3658214509487152, 0.5078700184822083, 0.11574852466583252, 0.3018452823162079, 0.4863136410713196, 0.16590094566345215, 2.1117188930511475, 0.23973770439624786, 0.8751685619354248, 0.3126043677330017, 0.5271980166435242, 1.0131388902664185, 0.5404605865478516, 2.504190683364868, 0.2164553552865982, 1.350659966468811, 2.465956449508667, 0.7710906863212585, 0.5970190167427063, 0.9290324449539185, 0.4115126430988312, 0.45472055673599243, 1.101142168045044, 0.3890187740325928, 0.5198692679405212, 0.9300330877304077, 1.0118457078933716, 2.3447468280792236, 1.1305572986602783, 2.31327223777771, 0.43479281663894653, 1.0647698640823364, 0.3604528307914734, 0.2547755241394043, 0.5406574010848999, 0.6392954587936401, 0.8420718312263489, 1.203697919845581, 3.055083751678467, 0.5959614515304565, 0.5959614515304565, 0.5705264806747437, 1.8600661754608154, 0.82267826795578, 0.5839412212371826, 1.4849836826324463, 1.5988492965698242, 0.6738003492355347, 0.7937570810317993, 0.8458160758018494, 0.914401113986969, 0.8158282041549683]",unknown,0.3734595778255044,0.9156388978038604,0.9158413807615928,0.8253753837914298,0.8388147728050849,P5,43,results/exp_generalization/v7_mlp_large_pbmc_nested/test_P5/mlp_matched_seed43
MLP_matched_sqrt_balanced_constraint_macro,both,"704,256",0.03,115151,25871,20742,3000,224,3224,58,85.47962409071624,25,0.922306830041359,0.9212127850268071,0.8152538856953598,0.8087877424901401,0.922306830041359,0.9212127850268071,constraint_macro,0.0015,0.0015,2.0,sqrt_balanced,5.0,"[3.9601054191589355, 4.049107551574707, 0.7455011606216431, 0.7348224520683289, 0.5929211974143982, 0.7852225303649902, 0.3720346987247467, 0.5213570594787598, 0.11184930801391602, 0.28779059648513794, 0.5441855788230896, 0.1633482426404953, 2.193007230758667, 0.23719622194766998, 0.916942298412323, 0.29653286933898926, 0.5013542771339417, 0.9900263547897339, 0.5227375626564026, 3.002898693084717, 0.2033003866672516, 1.3778244256973267, 2.4316763877868652, 0.7420787811279297, 0.5659804940223694, 0.8614946007728577, 0.4022681415081024, 0.43343111872673035, 1.0892658233642578, 0.34872663021087646, 0.46103063225746155, 0.9833683967590332, 0.8741776347160339, 2.2228453159332275, 1.0769374370574951, 2.0245537757873535, 0.4176335632801056, 0.9158755540847778, 0.35981568694114685, 0.23249311745166779, 0.47885754704475403, 0.6136035919189453, 0.785894513130188, 1.3297059535980225, 3.257101058959961, 0.5047066807746887, 0.583609938621521, 0.5624944567680359, 1.948538064956665, 0.8510518074035645, 0.5482518076896667, 1.4830260276794434, 1.5937731266021729, 0.5172800421714783, 0.6962804794311523, 0.9390939474105835, 0.8751051425933838, 0.8779054284095764]",unknown,0.4703046680703686,0.910567929804262,0.9061570304144698,0.7861864081903118,0.791222299186943,P6,41,results/exp_generalization/v7_mlp_large_pbmc_nested/test_P6/mlp_matched_seed41
MLP_matched_sqrt_balanced_constraint_macro,both,"704,256",0.03,115151,25871,20742,3000,224,3224,58,86.5202133283019,25,0.9223841366781338,0.9214720248942732,0.8229424764479745,0.8176873998885237,0.9233504696378184,0.9224125115712922,constraint_macro,0.0015,0.0015,2.0,sqrt_balanced,5.0,"[3.9601054191589355, 4.049107551574707, 0.7455011606216431, 0.7348224520683289, 0.5929211974143982, 0.7852225303649902, 0.3720346987247467, 0.5213570594787598, 0.11184930801391602, 0.28779059648513794, 0.5441855788230896, 0.1633482426404953, 2.193007230758667, 0.23719622194766998, 0.916942298412323, 0.29653286933898926, 0.5013542771339417, 0.9900263547897339, 0.5227375626564026, 3.002898693084717, 0.2033003866672516, 1.3778244256973267, 2.4316763877868652, 0.7420787811279297, 0.5659804940223694, 0.8614946007728577, 0.4022681415081024, 0.43343111872673035, 1.0892658233642578, 0.34872663021087646, 0.46103063225746155, 0.9833683967590332, 0.8741776347160339, 2.2228453159332275, 1.0769374370574951, 2.0245537757873535, 0.4176335632801056, 0.9158755540847778, 0.35981568694114685, 0.23249311745166779, 0.47885754704475403, 0.6136035919189453, 0.785894513130188, 1.3297059535980225, 3.257101058959961, 0.5047066807746887, 0.583609938621521, 0.5624944567680359, 1.948538064956665, 0.8510518074035645, 0.5482518076896667, 1.4830260276794434, 1.5937731266021729, 0.5172800421714783, 0.6962804794311523, 0.9390939474105835, 0.8751051425933838, 0.8779054284095764]",unknown,0.4657534509164459,0.9103268730112816,0.9069894380181052,0.7846673992688776,0.7874783773223757,P6,42,results/exp_generalization/v7_mlp_large_pbmc_nested/test_P6/mlp_matched_seed42
MLP_matched_sqrt_balanced_constraint_macro,both,"704,256",0.03,115151,25871,20742,3000,224,3224,58,82.97432105056942,34,0.9218043369023232,0.9209403332168024,0.8145828471405756,0.8119502636177167,0.9231572030458814,0.9219957771344048,constraint_macro,0.0015,0.0015,2.0,sqrt_balanced,5.0,"[3.9601054191589355, 4.049107551574707, 0.7455011606216431, 0.7348224520683289, 0.5929211974143982, 0.7852225303649902, 0.3720346987247467, 0.5213570594787598, 0.11184930801391602, 0.28779059648513794, 0.5441855788230896, 0.1633482426404953, 2.193007230758667, 0.23719622194766998, 0.916942298412323, 0.29653286933898926, 0.5013542771339417, 0.9900263547897339, 0.5227375626564026, 3.002898693084717, 0.2033003866672516, 1.3778244256973267, 2.4316763877868652, 0.7420787811279297, 0.5659804940223694, 0.8614946007728577, 0.4022681415081024, 0.43343111872673035, 1.0892658233642578, 0.34872663021087646, 0.46103063225746155, 0.9833683967590332, 0.8741776347160339, 2.2228453159332275, 1.0769374370574951, 2.0245537757873535, 0.4176335632801056, 0.9158755540847778, 0.35981568694114685, 0.23249311745166779, 0.47885754704475403, 0.6136035919189453, 0.785894513130188, 1.3297059535980225, 3.257101058959961, 0.5047066807746887, 0.583609938621521, 0.5624944567680359, 1.948538064956665, 0.8510518074035645, 0.5482518076896667, 1.4830260276794434, 1.5937731266021729, 0.5172800421714783, 0.6962804794311523, 0.9390939474105835, 0.8751051425933838, 0.8779054284095764]",unknown,0.4708752390239705,0.9110500433902228,0.9073463785369574,0.7876981991082284,0.7966492865893646,P6,43,results/exp_generalization/v7_mlp_large_pbmc_nested/test_P6/mlp_matched_seed43
MLP_matched_sqrt_balanced_constraint_macro,both,"704,256",0.03,109643,26250,25871,3000,224,3224,58,57.75471224077046,5,0.9036190476190477,0.9026781039338604,0.814586230147327,0.8073141212716193,0.9036190476190477,0.9026781039338604,constraint_macro,0.0015,0.0015,2.0,sqrt_balanced,5.0,"[3.6007163524627686, 3.74774432182312, 0.7040786147117615, 0.6713125705718994, 0.5444968342781067, 0.6909923553466797, 0.30237025022506714, 0.40036484599113464, 0.11010481417179108, 0.26910126209259033, 0.6392174959182739, 0.16798262298107147, 2.0656752586364746, 0.22900114953517914, 0.8969507217407227, 0.26650890707969666, 0.5788640975952148, 0.9971849918365479, 0.4648504853248596, 2.9399726390838623, 0.2078607976436615, 1.3918774127960205, 2.5219566822052, 0.6842414140701294, 0.5907273292541504, 0.8036007881164551, 0.4254864454269409, 0.5545878410339355, 1.3047971725463867, 0.43371710181236267, 0.5709726810455322, 1.0762895345687866, 0.8059199452400208, 2.178945779800415, 1.051297664642334, 1.766703724861145, 0.3779371380805969, 0.8990991115570068, 0.4343234896659851, 0.21716174483299255, 0.5042011737823486, 0.5685039162635803, 0.6905034780502319, 1.2886279821395874, 3.1487350463867188, 0.47564443945884705, 0.584113359451294, 0.5671461224555969, 1.845261812210083, 0.8926997184753418, 0.532457172870636, 1.4606529474258423, 1.6691020727157593, 0.4838317334651947, 1.4425075054168701, 0.9180061221122742, 1.5041199922561646, 0.8388954401016235]",unknown,0.388175856047164,0.9161222990993776,0.9147778042688812,0.8048093354963698,0.8049911103465134,P7,41,results/exp_generalization/v7_mlp_large_pbmc_nested/test_P7/mlp_matched_seed41
MLP_matched_sqrt_balanced_constraint_macro,both,"704,256",0.03,109643,26250,25871,3000,224,3224,58,51.62168637290597,2,0.8988571428571429,0.8980044500135572,0.8275545065388088,0.8273642824867504,0.901790476190476,0.8998372961776178,constraint_macro,0.0015,0.0015,2.0,sqrt_balanced,5.0,"[3.6007163524627686, 3.74774432182312, 0.7040786147117615, 0.6713125705718994, 0.5444968342781067, 0.6909923553466797, 0.30237025022506714, 0.40036484599113464, 0.11010481417179108, 0.26910126209259033, 0.6392174959182739, 0.16798262298107147, 2.0656752586364746, 0.22900114953517914, 0.8969507217407227, 0.26650890707969666, 0.5788640975952148, 0.9971849918365479, 0.4648504853248596, 2.9399726390838623, 0.2078607976436615, 1.3918774127960205, 2.5219566822052, 0.6842414140701294, 0.5907273292541504, 0.8036007881164551, 0.4254864454269409, 0.5545878410339355, 1.3047971725463867, 0.43371710181236267, 0.5709726810455322, 1.0762895345687866, 0.8059199452400208, 2.178945779800415, 1.051297664642334, 1.766703724861145, 0.3779371380805969, 0.8990991115570068, 0.4343234896659851, 0.21716174483299255, 0.5042011737823486, 0.5685039162635803, 0.6905034780502319, 1.2886279821395874, 3.1487350463867188, 0.47564443945884705, 0.584113359451294, 0.5671461224555969, 1.845261812210083, 0.8926997184753418, 0.532457172870636, 1.4606529474258423, 1.6691020727157593, 0.4838317334651947, 1.4425075054168701, 0.9180061221122742, 1.5041199922561646, 0.8388954401016235]",unknown,0.3946034670933597,0.9100537281125584,0.910705218739121,0.8041591536059203,0.816177966482854,P7,42,results/exp_generalization/v7_mlp_large_pbmc_nested/test_P7/mlp_matched_seed42
MLP_matched_sqrt_balanced_constraint_macro,both,"704,256",0.03,109643,26250,25871,3000,224,3224,58,56.51889823935926,3,0.9021333333333332,0.9019327106878086,0.8200249329397991,0.8314117319959204,0.902552380952381,0.9019327106878086,constraint_macro,0.0015,0.0015,2.0,sqrt_balanced,5.0,"[3.6007163524627686, 3.74774432182312, 0.7040786147117615, 0.6713125705718994, 0.5444968342781067, 0.6909923553466797, 0.30237025022506714, 0.40036484599113464, 0.11010481417179108, 0.26910126209259033, 0.6392174959182739, 0.16798262298107147, 2.0656752586364746, 0.22900114953517914, 0.8969507217407227, 0.26650890707969666, 0.5788640975952148, 0.9971849918365479, 0.4648504853248596, 2.9399726390838623, 0.2078607976436615, 1.3918774127960205, 2.5219566822052, 0.6842414140701294, 0.5907273292541504, 0.8036007881164551, 0.4254864454269409, 0.5545878410339355, 1.3047971725463867, 0.43371710181236267, 0.5709726810455322, 1.0762895345687866, 0.8059199452400208, 2.178945779800415, 1.051297664642334, 1.766703724861145, 0.3779371380805969, 0.8990991115570068, 0.4343234896659851, 0.21716174483299255, 0.5042011737823486, 0.5685039162635803, 0.6905034780502319, 1.2886279821395874, 3.1487350463867188, 0.47564443945884705, 0.584113359451294, 0.5671461224555969, 1.845261812210083, 0.8926997184753418, 0.532457172870636, 1.4606529474258423, 1.6691020727157593, 0.4838317334651947, 1.4425075054168701, 0.9180061221122742, 1.5041199922561646, 0.8388954401016235]",unknown,0.4093346837180135,0.9119863940319276,0.9123067370226632,0.8061109908928474,0.813114798137559,P7,43,results/exp_generalization/v7_mlp_large_pbmc_nested/test_P7/mlp_matched_seed43
MLP_matched_sqrt_balanced_constraint_macro,both,"704,256",0.03,117379,18135,26250,3000,224,3224,58,63.672916155308485,9,0.9137027846705266,0.9143374611234096,0.8306657055871971,0.8345671519435341,0.915577612351806,0.9155428630212896,constraint_macro,0.0015,0.0015,2.0,sqrt_balanced,5.0,"[3.2670295238494873, 3.5374765396118164, 0.6346439123153687, 0.5710116624832153, 0.462572306394577, 0.5929972529411316, 0.28689470887184143, 0.3717450499534607, 0.10675770044326782, 0.2755361497402191, 0.6612314581871033, 0.17471086978912354, 2.129842758178711, 0.2505480647087097, 0.8843691349029541, 0.27939122915267944, 0.6280563473701477, 1.0819612741470337, 0.4684085547924042, 2.29333758354187, 0.2166159451007843, 1.2699928283691406, 2.501373529434204, 0.7316067814826965, 0.6057513952255249, 0.9721357822418213, 0.45893365144729614, 0.5198218822479248, 1.367702603340149, 0.4621637463569641, 0.6045300960540771, 0.8614659309387207, 0.8862811923027039, 2.6675186157226562, 1.9753819704055786, 1.7390093803405762, 0.373742938041687, 0.9646288752555847, 0.3970451056957245, 0.22374509274959564, 0.512620210647583, 0.5661993622779846, 0.7267987728118896, 1.2296652793884277, 3.0903005599975586, 0.4426617920398712, 0.6660639047622681, 0.6392725706100464, 1.703874111175537, 0.7986130118370056, 0.5253269672393799, 1.5502581596374512, 1.8679957389831543, 0.4874981939792633, 1.4043768644332886, 0.7790080308914185, 1.5502581596374512, 0.7012362480163574]",unknown,0.4325219531331744,0.9059809523809524,0.904747084540137,0.7998306215843262,0.7984221290497632,P8,41,results/exp_generalization/v7_mlp_large_pbmc_nested/test_P8/mlp_matched_seed41
MLP_matched_sqrt_balanced_constraint_macro,both,"704,256",0.03,117379,18135,26250,3000,224,3224,58,75.97012862563133,17,0.914364488558037,0.9141496611515256,0.8227098432335973,0.8288527202428744,0.9157981803143094,0.915561419829336,constraint_macro,0.0015,0.0015,2.0,sqrt_balanced,5.0,"[3.2670295238494873, 3.5374765396118164, 0.6346439123153687, 0.5710116624832153, 0.462572306394577, 0.5929972529411316, 0.28689470887184143, 0.3717450499534607, 0.10675770044326782, 0.2755361497402191, 0.6612314581871033, 0.17471086978912354, 2.129842758178711, 0.2505480647087097, 0.8843691349029541, 0.27939122915267944, 0.6280563473701477, 1.0819612741470337, 0.4684085547924042, 2.29333758354187, 0.2166159451007843, 1.2699928283691406, 2.501373529434204, 0.7316067814826965, 0.6057513952255249, 0.9721357822418213, 0.45893365144729614, 0.5198218822479248, 1.367702603340149, 0.4621637463569641, 0.6045300960540771, 0.8614659309387207, 0.8862811923027039, 2.6675186157226562, 1.9753819704055786, 1.7390093803405762, 0.373742938041687, 0.9646288752555847, 0.3970451056957245, 0.22374509274959564, 0.512620210647583, 0.5661993622779846, 0.7267987728118896, 1.2296652793884277, 3.0903005599975586, 0.4426617920398712, 0.6660639047622681, 0.6392725706100464, 1.703874111175537, 0.7986130118370056, 0.5253269672393799, 1.5502581596374512, 1.8679957389831543, 0.4874981939792633, 1.4043768644332886, 0.7790080308914185, 1.5502581596374512, 0.7012362480163574]",unknown,0.4370077284472329,0.9066285714285716,0.9049125411043524,0.8169883625826084,0.8092384314049368,P8,42,results/exp_generalization/v7_mlp_large_pbmc_nested/test_P8/mlp_matched_seed42
MLP_matched_sqrt_balanced_constraint_macro,both,"704,256",0.03,117379,18135,26250,3000,224,3224,58,64.79432387277484,9,0.912765370829887,0.9134261919108468,0.8298570860210089,0.8363638842482847,0.914309346567411,0.9142720277656448,constraint_macro,0.0015,0.0015,2.0,sqrt_balanced,5.0,"[3.2670295238494873, 3.5374765396118164, 0.6346439123153687, 0.5710116624832153, 0.462572306394577, 0.5929972529411316, 0.28689470887184143, 0.3717450499534607, 0.10675770044326782, 0.2755361497402191, 0.6612314581871033, 0.17471086978912354, 2.129842758178711, 0.2505480647087097, 0.8843691349029541, 0.27939122915267944, 0.6280563473701477, 1.0819612741470337, 0.4684085547924042, 2.29333758354187, 0.2166159451007843, 1.2699928283691406, 2.501373529434204, 0.7316067814826965, 0.6057513952255249, 0.9721357822418213, 0.45893365144729614, 0.5198218822479248, 1.367702603340149, 0.4621637463569641, 0.6045300960540771, 0.8614659309387207, 0.8862811923027039, 2.6675186157226562, 1.9753819704055786, 1.7390093803405762, 0.373742938041687, 0.9646288752555847, 0.3970451056957245, 0.22374509274959564, 0.512620210647583, 0.5661993622779846, 0.7267987728118896, 1.2296652793884277, 3.0903005599975586, 0.4426617920398712, 0.6660639047622681, 0.6392725706100464, 1.703874111175537, 0.7986130118370056, 0.5253269672393799, 1.5502581596374512, 1.8679957389831543, 0.4874981939792633, 1.4043768644332886, 0.7790080308914185, 1.5502581596374512, 0.7012362480163574]",unknown,0.4093151422682262,0.9055619047619048,0.9039153194186342,0.8145963212439893,0.8064815306288335,P8,43,results/exp_generalization/v7_mlp_large_pbmc_nested/test_P8/mlp_matched_seed43
