method,metric,n_donors,mean,sd_across_donors,ci95_low,ci95_high,ci95_margin,worst_donor_value,best_donor_value
CellTypist native log1p-CP10K,accuracy,8,0.8652292429709719,0.009498792789136174,0.8572880534709848,0.873170432470959,0.007941189499987102,0.8485800937413841,0.876713584888359
CellTypist native log1p-CP10K,weighted_f1,8,0.8565488307733821,0.01061846137622785,0.8476715749095253,0.8654260866372389,0.008877255863856738,0.8389786760777332,0.8711209778961524
CellTypist native log1p-CP10K,macro_f1,8,0.6559390443324062,0.03714085617945969,0.6248885115267866,0.6869895771380259,0.031050532805619674,0.6180760040066651,0.7120480382861201
CellTypist native log1p-CP10K,balanced_accuracy,8,0.6240008279830966,0.034697479634819714,0.5949930090877121,0.6530086468784811,0.02900781889538453,0.5897003982326647,0.6822596990789245
