method,metric,n_donors,mean,sd_across_donors,ci95_low,ci95_high,ci95_margin,worst_donor_value,best_donor_value
CellTypist,accuracy,8,0.8624425546187586,0.013516664457316852,0.851142340341793,0.8737427688957242,0.011300214276965596,0.8344086021505376,0.8773554628398514
CellTypist,weighted_f1,8,0.8524905939466241,0.015923032235991428,0.8391786058615509,0.8658025820316972,0.013311988085073155,0.8201450277848651,0.8729629312678892
CellTypist,macro_f1,8,0.6356756265458312,0.04718352766506586,0.5962292102615419,0.6751220428301206,0.03944641628428934,0.575546510450188,0.7118605212160118
CellTypist,balanced_accuracy,8,0.6042063229237564,0.04881779875528677,0.5633936218164278,0.645019024031085,0.04081270110732862,0.5455985292805845,0.6886717732539152
