split,stage,n_donors,nll_mean,nll_ci_low,nll_ci_high,ece_15bin_mean,ece_15bin_ci_low,ece_15bin_ci_high,brier_mean,brier_ci_low,brier_ci_high,accuracy_mean,accuracy_ci_low,accuracy_ci_high,weighted_f1_mean,weighted_f1_ci_low,weighted_f1_ci_high,macro_f1_mean,macro_f1_ci_low,macro_f1_ci_high,balanced_accuracy_mean,balanced_accuracy_ci_low,balanced_accuracy_ci_high
test,before,8,0.4254988535703532,0.38996243508667594,0.4610352720540305,0.07129688917062549,0.06454201513708499,0.07805176320416599,0.15234919329116892,0.14556581542167488,0.15913257116066296,0.9119325063485666,0.9085887897453538,0.9152762229517794,0.9107544995448473,0.9062417320023994,0.9152672670872952,0.8071927715107629,0.7917352363076368,0.822650306713889,0.808457181995857,0.7889620677925153,0.8279522961991987
test,after,8,0.3903866941485685,0.34315763769372903,0.437615750603408,0.03907959996940594,0.030310791114379232,0.04784840882443264,0.14621442964409864,0.13795419466726125,0.15447466462093604,0.9119325063485666,0.9085887897453538,0.9152762229517794,0.9107544995448473,0.9062417320023994,0.9152672670872952,0.8071927715107629,0.7917352363076368,0.822650306713889,0.808457181995857,0.7889620677925153,0.8279522961991987
