class_label,modality,marker_group,representative_markers,available_panel_markers,n_representative_markers,n_available_panel_markers,top20_attribution_features,top20_marker_hits,top20_marker_fraction,n_correct_attribution_cells,n_checkpoint_runs_with_correct_cells,n_checkpoint_runs,mean_f1,total_test_support,mean_rna_weight,mean_adt_weight,mean_fusion_weight,interpretation,source
CD8 Proliferating,RNA,none,,,0,0,STMN1;CD8A;RRBP1;MND1;AC133644.2;CYTOR;CD8B;SH3BGRL3;MYL9;KIAA0319L;BAIAP2-DT;CRISPLD2;SDCBP;GRN;HELLS;HIST1H1C;ZFHX3;IGKC;PIK3AP1;GNLY,0,,133,24,24,0.6578923723567648,91,0.24542193049999997,0.09482885769166667,0.6597492066666667,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
CD8 Proliferating,ADT,none,,,0,0,CD8a;CD8;CD71;CD49d;CD28;CD43;CD2;CD278;Integrin-7;CD314;CD27;CD81;CD4-1;CD56-2;CD57;CD48;CD56-1;CD3-1;CD38-1;CD3-2,0,,133,24,24,0.6578923723567648,91,0.24542193049999997,0.09482885769166667,0.6597492066666667,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
CD8 TCM_1,RNA,cd8,CD3D;CD3E;CD8A;CD8B,CD3D;CD3E;CD8A;CD8B,4,4,GZMK;TAOK1;DAB2;ABHD15;IL7R;TRAF4;SLFN11;RNF135;CYTOR;SPECC1;CD8A;IGKC;RPL37;CCL4L2;CCL5;MAT2A;BASP1;AC133644.2;CD8B;GNLY,2,0.5,192,24,24,0.6932212344782144,929,0.172976810625,0.10995653083333334,0.7170666445833334,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
CD8 TCM_1,ADT,cd8,CD3;CD8;CD45RO;CD27;CD127,CD3;CD8;CD45RO;CD27;CD127,5,5,Integrin-7;CD8;CD8a;CD103;CD2;CD49d;CD314;CD27;CD81;CD127;CD28;CD73;CD26-2;CD49a;CD25;CD4-1;CD194;CD195;CD18;CD45-2,3,0.6,192,24,24,0.6932212344782144,929,0.172976810625,0.10995653083333334,0.7170666445833334,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
CD8 TCM_2,RNA,cd8,CD3D;CD3E;CD8A;CD8B,CD3D;CD3E;CD8A;CD8B,4,4,AC133644.2;IGKC;CD8B;CYTOR;VAMP5;HK2;CD8A;SPECC1;ARHGAP21;MTHFD2;TMSB10;IL7R;ENKUR;FAM107B;GNLY;VAMP8;ITGB1;TUBA1B;DNAJC1;ST14,2,0.5,192,24,24,0.8175187223152669,1322,0.1444572697083333,0.10825493420833333,0.7472878062499998,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
CD8 TCM_2,ADT,cd8,CD3;CD8;CD45RO;CD27;CD127,CD3;CD8;CD45RO;CD27;CD127,5,5,CD28;CD8a;CD8;Integrin-7;CD25;CD314;CD2;CD278;CD4-1;CD49d;CD194;CD127;CD45-2;CD305;CD49a;CD244;CD73;CD103;CD99;CD109,2,0.4,192,24,24,0.8175187223152669,1322,0.1444572697083333,0.10825493420833333,0.7472878062499998,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
CD8 TCM_3,RNA,cd8,CD3D;CD3E;CD8A;CD8B,CD3D;CD3E;CD8A;CD8B,4,4,IGKC;CD8A;CD8B;AC133644.2;TAOK1;CCL5;DAB2;CYTOR;ABHD15;CLEC4A;IL7R;SPECC1;HK2;GZMK;OTULINL;RNF135;GNLY;MTHFD2;SLFN11;RPL37,2,0.5,192,24,24,0.8448560860641355,632,0.12448688058333335,0.14983852341666667,0.7256745975,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
CD8 TCM_3,ADT,cd8,CD3;CD8;CD45RO;CD27;CD127,CD3;CD8;CD45RO;CD27;CD127,5,5,CD103;Integrin-7;CD127;CD8a;CD96;CD8;CD314;CD2;CD73;CD27;CD49d;CD196;CD45RA;CD29;CD4-1;CD45-2;CD81;CD28;CD18;CD48,3,0.6,192,24,24,0.8448560860641355,632,0.12448688058333335,0.14983852341666667,0.7256745975,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
CD8 TEM_1,RNA,cd8,CD3D;CD3E;CD8A;CD8B,CD3D;CD3E;CD8A;CD8B,4,4,GZMK;DEPDC1B;BASP1;DAB2;IL7R;RPL37;OTULINL;CYTOR;AC133644.2;CD8A;IGKC;MAL;CD8B;HK2;MAT2A;RNF135;GNLY;ABHD15;SPECC1;GZMA,2,0.5,192,24,24,0.8752246244264605,2786,0.17350970495833332,0.08205073820833332,0.7444395545833333,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
CD8 TEM_1,ADT,cd8,CD3;CD8;CD45RO;CD95;CD57,CD3;CD8;CD45RO;CD95;CD57,5,5,CD8a;CD8;CD81;CD314;CD28;Integrin-7;CD127;CD103;CD2;CD27;CD55;CD43;CD4-1;CD99;CD3-1;CD279;CD305;CD102;CD195;CD45RO,3,0.6,192,24,24,0.8752246244264605,2786,0.17350970495833332,0.08205073820833332,0.7444395545833333,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
CD8 TEM_2,RNA,cd8,CD3D;CD3E;CD8A;CD8B,CD3D;CD3E;CD8A;CD8B,4,4,CD8A;CYTOR;DEPDC1B;HK2;GZMK;GNLY;AC133644.2;RPL15;CD8B;NDRG2;MTHFD2;RPL37;EMP3;CTSZ;IL7R;OTULINL;RNASE2;GZMB;IGKC;DAB2,2,0.5,192,24,24,0.7437287918852169,2435,0.18787209404166663,0.079401575125,0.7327263408333332,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
CD8 TEM_2,ADT,cd8,CD3;CD8;CD45RO;CD95;CD57,CD3;CD8;CD45RO;CD95;CD57,5,5,CD8a;CD8;CD81;Integrin-7;CD55;CD28;CD27;CD314;CD127;CD279;CD43;CD4-1;TCR-2;CD45RA;CD2;CD271;CD226;CD57;CD3-1;CD31,3,0.6,192,24,24,0.7437287918852169,2435,0.18787209404166663,0.079401575125,0.7327263408333332,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
CD8 TEM_3,RNA,cd8,CD3D;CD3E;CD8A;CD8B,CD3D;CD3E;CD8A;CD8B,4,4,CYTOR;GZMK;IL7R;MAT2A;CD8A;GNLY;DEPDC1B;HK2;RPL37;BASP1;VAMP5;MOB1A;OTULINL;DAB2;TAOK1;AC133644.2;RNF135;CCL4L2;CCL5;ABHD15,1,0.25,189,24,24,0.608585551788175,393,0.17989143579166667,0.112432113875,0.7076764499999998,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
CD8 TEM_3,ADT,cd8,CD3;CD8;CD45RO;CD95;CD57,CD3;CD8;CD45RO;CD95;CD57,5,5,CD8a;CD195;CD2;CD8;Integrin-7;CD81;CD28;CD314;CD56-2;CD127;CD44-2;CD56-1;CD31;CD26-2;CD43;CD27;CD49d;CD279;CD44-1;CD55,1,0.2,189,24,24,0.608585551788175,393,0.17989143579166667,0.112432113875,0.7076764499999998,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
CD8 TEM_4,RNA,cd8,CD3D;CD3E;CD8A;CD8B,CD3D;CD3E;CD8A;CD8B,4,4,MAT2A;GNLY;CD8A;CYTOR;HK2;RNASE2;CLEC4A;FBXL5;AC133644.2;ZNF683;MOB1A;GZMB;NDRG2;CD8B;VAMP5;TRAF4;GZMH;SLC7A7;NSG1;KLHL33,2,0.5,192,24,24,0.7827270904580896,3504,0.18723783283333337,0.06692425,0.7458379162499998,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
CD8 TEM_4,ADT,cd8,CD3;CD8;CD45RO;CD95;CD57,CD3;CD8;CD45RO;CD95;CD57,5,5,CD8a;CD8;CD81;Integrin-7;CD56-2;CD2;CD27;CD56-1;CD4-1;CD57;CD3-1;CD3-2;CD45RA;CD43;CD28;CD31;CD314;CD55;CD271;TCR-2,3,0.6,192,24,24,0.7827270904580896,3504,0.18723783283333337,0.06692425,0.7458379162499998,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
CD8 TEM_5,RNA,cd8,CD3D;CD3E;CD8A;CD8B,CD3D;CD3E;CD8A;CD8B,4,4,MYO1G;HK2;CD8A;TRGC2;MOB1A;LINC00937;KLRC2;GNLY;CYTOR;CD8B;AOAH;ZNF683;FGFBP2;MAT2A;GZMB;VAMP5;GZMH;CPVL;GZMA;KLRB1,2,0.5,129,20,24,0.5912897446184562,1973,0.1735746915833333,0.10229418875,0.7241311308333334,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
CD8 TEM_5,ADT,cd8,CD3;CD8;CD45RO;CD95;CD57,CD3;CD8;CD45RO;CD95;CD57,5,5,CD56-2;CD8a;CD8;CD56-1;CD57;Integrin-7;CD45RA;CD81;CD314;CD43;CD2;CD3-2;TCR-2;CD3-1;CD4-1;CD278;CD27;CD55;CD25;CD38-2,3,0.6,129,20,24,0.5912897446184562,1973,0.1735746915833333,0.10229418875,0.7241311308333334,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
CD8 TEM_6,RNA,cd8,CD3D;CD3E;CD8A;CD8B,CD3D;CD3E;CD8A;CD8B,4,4,PPP1R17;DIAPH3;CD8A;CYTOR;AC133644.2;MYO1G;AOAH;BASP1;GZMK;GNLY;CPVL;OTULINL;CD8B;SKAP2;ZNF683;RPL37;HK2;SLFN11;SPECC1;TRGC2,2,0.5,176,24,24,0.8578484539970508,636,0.15803253379166668,0.09830532644583334,0.7436621279166666,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
CD8 TEM_6,ADT,cd8,CD3;CD8;CD45RO;CD95;CD57,CD3;CD8;CD45RO;CD95;CD57,5,5,CD27;CD8a;CD73;CD8;CD28;CD314;CD2;CD99;CD305;CD26-2;CD71;CD226;Integrin-7;CD81;TCR-2;CD38-1;CD122;CD3-1;CD4-1;CD47,2,0.4,176,24,24,0.8578484539970508,636,0.15803253379166668,0.09830532644583334,0.7436621279166666,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
Doublet,RNA,none,,,0,0,MOB1B;CXCL8;HES4;EREG;PF4;SCARB2;B4GALT5;NAAA;NAGA;TAGLN;NABP1;PDIA4;IGFBP7;KLF7;CAVIN2;PPBP;CD28;RIPOR2;CENPM;HOPX,0,,192,24,24,0.6444341953317354,605,0.24150625833333336,0.11603179562499999,0.6424619470833334,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
Doublet,ADT,none,,,0,0,CCR10;GP130;CD59;CD138-2;CD202b;CD243;CD338;CD278;CD49d;CD133-1;CD307c/FcRL3;CD370;CD102;CD29;CD107a;CD45-2;CD71;CD55;CD70;CD48,0,,192,24,24,0.6444341953317354,605,0.24150625833333336,0.11603179562499999,0.6424619470833334,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
Eryth,RNA,eryth,HBB;HBA1;HBA2;ALAS2,HBB;HBA1;HBA2;ALAS2,4,4,KCNQ1;FURIN;CDKN1C;CD34;MEF2A;HBB;PNPLA2;SLCO3A1;HBA1;MEFV;RPLP2;HBA2;ILK;IL32;FES;ARRDC4;CXorf21;LSP1;SEC11A;ITPRIPL2,3,0.75,156,24,24,0.8482067774897699,83,0.3273449352916667,0.052219254024999995,0.6204358179166666,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
Eryth,ADT,eryth,CD235a;CD71,CD235a;CD71,2,2,CD71;CD235ab;CD235a;CD55;CD45-2;CD59;CD35;CD18;TSLPR;CD49d;CD3-1;CD8;CD8a;CD4-1;CD44-1;CD196;CD305;CD47;Integrin-7;CD95,2,1.0,156,24,24,0.8482067774897699,83,0.3273449352916667,0.052219254024999995,0.6204358179166666,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
HSPC,RNA,hspc,MPO;GATA2;CD34;HLF,GATA2;CD34,4,2,SMIM24;SLC12A3;AATBC;KIT;KRT5;CD34;NPR3;KCNG2;SPINK2;JCHAIN;SOX4;MYCN;PRSS57;MT-CYB;IGLL1;AVP;SEPT3;CRHBP;TMEM165;JARID2,1,0.25,186,24,24,0.980463938259602,329,0.23953914033333334,0.055774380208333335,0.704686485,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
HSPC,ADT,hspc,CD34;CD117;CD133,CD34;CD117;CD133,3,3,CD71;CD34;CD45-2;CD117;CD133-2;CD99;Integrin-7;CD48;CD133-1;CD38-2;CD38-1;CD43;MERTK;CD25;CD18;CD3-1;CD44-1;CD8a;CD45RA;CD49d,3,1.0,186,24,24,0.980463938259602,329,0.23953914033333334,0.055774380208333335,0.704686485,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
ILC,RNA,ilc,IL7R;KLRB1;RORA,IL7R;KLRB1;RORA,3,3,TNFRSF18;ISG15;CARS2;TMEM156;CLEC4A;KLHL33;SPINK2;TNFRSF4;TMEM33;PTPN6;TRDC;IRS2;IL2RA;RAB20;TXK;TRAC;KLRB1;ST14;IL7R;HK1,2,0.6666666666666666,170,24,24,0.9419481159524492,132,0.1377395581666667,0.0645100154375,0.7977504179166667,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
ILC,ADT,ilc,CD127;CD294,CD127;CD294,2,2,CD25;CD117;CD45-2;CD4-1;CD307e;CD2;CD109;CD3-2;Integrin-7;CD47;CD71;CD127;CD3-1;CD38-1;CD26-2;CD161;CD56-2;CD27;CD18;CD38-2,1,0.5,170,24,24,0.9419481159524492,132,0.1377395581666667,0.0645100154375,0.7977504179166667,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
MAIT,RNA,mait,KLRB1;SLC4A10;TRAV1-2;CD3D,KLRB1;SLC4A10;CD3D,4,3,ACRBP;GZMK;OTULINL;IL7R;HLA-F;C3AR1;KLRB1;CLEC4A;PTPN6;RNF181;CD8B;BASP1;KIF5C;TMSB10;TRAC;VAMP8;TUBB;DEPDC1B;ACSL1;CLEC4F,1,0.25,192,24,24,0.958704909561966,2784,0.15712740941666667,0.10500395370833333,0.7378686370833334,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
MAIT,ADT,mait,CD3;CD8;CD161;TCR-V-24-J-18,CD3;CD8;CD161;TCR-V-24-J-18,4,4,CD26-2;CD195;TCR-V-7.2;CD161;CD4-1;CD8a;CD127;CD8;CD28;CD52;CD2;CD3-1;Integrin-7;CD48;CD109;TCR-2;CD81;CD55;CD314;CD45RB,3,0.75,192,24,24,0.958704909561966,2784,0.15712740941666667,0.10500395370833333,0.7378686370833334,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
NK Proliferating,RNA,none,,,0,0,STMN1;BAIAP2-DT;KIAA0319L;PHC2;RRBP1;SLC38A10;SH3BGRL3;COTL1;APMAP;ZFHX3;RUNX3;CHEK1;GZF1;SIRPG;SOX4;RAB8B;H3F3B;HIST1H1C;GINS2;EPB41L3,0,,192,24,24,0.8857462475194549,548,0.23101927683333331,0.0472311843125,0.7217495375,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
NK Proliferating,ADT,none,,,0,0,CD314;CD56-1;CD56-2;CD122;CD16;CD43;CD38-1;CD71;CD3-1;CD244;CD38-2;CD8a;CD3-2;CD44-1;CD44-2;CD8;CD337;CD49d;CD335;CD45RA,0,,192,24,24,0.8857462475194549,548,0.23101927683333331,0.0472311843125,0.7217495375,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
NK_1,RNA,nk,NKG7;GNLY;KLRD1;TRBC2,NKG7;GNLY;KLRD1;TRBC2,4,4,TRAF4;CCDC50;RNASE2;CYTOR;SLFN11;MAT2A;NDRG2;HK2;ABHD15;CLEC4A;CCL5;ATP6AP1;CD8A;FBXL5;RAB20;SLC7A7;SPECC1;LRPAP1;M6PR;CCDC183,0,0.0,192,24,24,0.6559624656497288,4126,0.16948506970833335,0.082812543625,0.7477023887500001,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
NK_1,ADT,nk,CD56;CD335;CD16;CD244,CD56;CD335;CD16;CD244,4,4,CD57;CD16;CD122;CD3-1;Integrin-7;CD38-1;CD44-1;CD3-2;CD8a;CD38-2;CD44-2;CD2;CD31;CD56-2;CD55;CD49d;CD95;CD8;CD45-2;CD45RA,2,0.5,192,24,24,0.6559624656497288,4126,0.16948506970833335,0.082812543625,0.7477023887500001,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
NK_2,RNA,nk,NKG7;GNLY;KLRD1;TRBC2,NKG7;GNLY;KLRD1;TRBC2,4,4,NSG1;SPECC1;SLFN11;CCL5;C4orf48;ARID5B;GZMB;ARAP2;TRDC;FBXL5;BST1;CCL4L2;NCAPG;CARS2;SFT2D2;CCDC50;VSIR;NDRG2;SPON2;CYTOR,0,0.0,192,24,24,0.9086662338438348,9418,0.23200133541666665,0.05822883366666667,0.7097698266666667,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
NK_2,ADT,nk,CD56;CD335;CD16;CD244,CD56;CD335;CD16;CD244,4,4,CD16;CD44-1;CD122;CD44-2;CD38-1;CD38-2;CD8a;CD8;CD314;CD49d;CD2;Integrin-7;CD56-2;CD57;CD45-2;CD52;CD55;CD3-1;CD43;CD56-1,2,0.5,192,24,24,0.9086662338438348,9418,0.23200133541666665,0.05822883366666667,0.7097698266666667,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
NK_3,RNA,nk,NKG7;GNLY;KLRD1;TRBC2,NKG7;GNLY;KLRD1;TRBC2,4,4,TRAF4;SLFN11;SPECC1;ABHD15;RPL15;RNF135;CCL4L2;CCDC50;FBXL5;C3AR1;CCL5;CYTOR;CMTM6;FGFBP2;KLRB1;KLRF1;NDRG2;CLEC4A;XCL2;GZMB,0,0.0,192,24,24,0.6059144196853974,2152,0.18927350520833333,0.09689616154166665,0.713830315,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
NK_3,ADT,nk,CD56;CD335;CD16;CD244,CD56;CD335;CD16;CD244,4,4,CD16;CD122;CD8a;CD44-1;CD45RA;CD38-1;CD81;CD8;CD335;CD44-2;CD3-1;CD38-2;CD314;CD57;CD55;Integrin-7;CD3-2;CD195;CD56-1;CD56-2,3,0.75,192,24,24,0.6059144196853974,2152,0.18927350520833333,0.09689616154166665,0.713830315,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
NK_4,RNA,nk,NKG7;GNLY;KLRD1;TRBC2,NKG7;GNLY;KLRD1;TRBC2,4,4,CCL5;XCL2;GZMK;C3AR1;SH2D1B;RNF135;KLRF1;TIMP2;CCL4L2;CCDC50;SLFN11;SFT2D2;PBX1;CYTOR;NSG1;EHBP1L1;GZMB;GYG1;DEPDC1B;RAB20,0,0.0,192,24,24,0.6992927233063688,1477,0.19270620816666664,0.08595871104166668,0.7213350833333334,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
NK_4,ADT,nk,CD56;CD335;CD16;CD244,CD56;CD335;CD16;CD244,4,4,CD122;CD16;CD314;CD56-1;CD56-2;CD44-2;CD335;CD44-1;CD8a;CD337;CD45-2;CD8;CD81;CD55;CD48;CD38-1;CD244;CD38-2;CD45RA;CD2,4,1.0,192,24,24,0.6992927233063688,1477,0.19270620816666664,0.08595871104166668,0.7213350833333334,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
NK_CD56bright,RNA,nk,NKG7;GNLY;KLRD1;TRBC2,NKG7;GNLY;KLRD1;TRBC2,4,4,XCL2;OTULINL;GZMK;NUF2;PBX1;SH2D1B;BASP1;KLRF1;XCL1;IL7R;KLRB1;SPTSSB;ISG15;MAML2;SFT2D2;IL18R1;RCSD1;DEPDC1B;CYTOR;CLEC7A,0,0.0,192,24,24,0.8827079751515765,943,0.18054671983333334,0.06448948291666666,0.7549638008333334,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
NK_CD56bright,ADT,nk,CD56;CD335;CD16;CD244,CD56;CD335;CD16;CD244,4,4,CD56-1;CD56-2;CD45-2;CD117;CD44-2;CD122;CD99;CD44-1;CD16;CD47;CD81;CD3-2;CD335;CD48;CD55;CD8a;CD102;CD45RA;CD314;CD27,3,0.75,192,24,24,0.8827079751515765,943,0.18054671983333334,0.06448948291666666,0.7549638008333334,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
Plasma,RNA,plasma,MZB1;JCHAIN;SEC11C;CD79A,MZB1;JCHAIN;SEC11C;CD79A,4,4,ANKRD9;CDC42SE2;ELOB;IGFBP7;SPINK2;HSP90AA1;TXK;PID1;IGHA1;TIFAB;MZB1;JCHAIN;TMEM127;VAMP8;IGHA2;H2AFY;IGLC3;ZNF787;TCF7;CXCL8,2,0.5,192,24,24,0.9808182646751572,318,0.31865284000000005,0.02092959529166667,0.6604175570833334,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
Plasma,ADT,plasma,CD38;CD138;CD319,CD38;CD138;CD319,3,3,CD71;CD27;CD38-1;CD38-2;CD49d;Integrin-7;CD45-2;CD48;CD19;CD45RA;CD18;CD305;CD39;CD81;CD26-2;CD102;CD99;CD278;CD43;CD73,1,0.3333333333333333,192,24,24,0.9808182646751572,318,0.31865284000000005,0.02092959529166667,0.6604175570833334,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
Plasmablast,RNA,plasma,MZB1;JCHAIN;SEC11C;CD79A,MZB1;JCHAIN;SEC11C;CD79A,4,4,MGRN1;IGLC3;BAIAP2-DT;EEF1D;ZFHX3;ELOB;HSP90AA1;SLC38A10;H3F3B;ANKRD9;SSR1;MLKL;EPB41L3;ATP6V1F;MYCL;GGA2;RAB8B;E2F3;NOP10;SOX4,0,0.0,96,21,24,0.9680414692935124,48,0.3790299861904762,0.027288468971571427,0.5936815404761906,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
Plasmablast,ADT,plasma,CD38;CD138;CD319,CD38;CD138;CD319,3,3,CD71;CD49d;CD38-1;CD38-2;Integrin-7;CD27;CD81;CD45RA;CD45-2;CD43;CD39;CD275-2;CD305;CD48;CD99;CD19;CD26-2;HLA-DR;CD29;CD52,1,0.3333333333333333,96,21,24,0.9680414692935124,48,0.3790299861904762,0.027288468971571427,0.5936815404761906,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
Platelet,RNA,platelet,PPBP;PF4;NRGN,PPBP;PF4;NRGN,3,3,CXCL8;SPINK2;MOB1B;IGFBP7;PHTF2;CDCA7;PF4V1;NAGA;EREG;RIPOR2;CD3G;CD3D;CD36;COL26A1;PF4;STAT1;B4GALT5;CAVIN2;CD28;PPBP,2,0.6666666666666666,192,24,24,0.9383257320210424,2293,0.24454974708333332,0.11999929674999998,0.6354509654166666,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
Platelet,ADT,platelet,CD41;CD61;CD42b,CD41;CD61;CD42b,3,3,CD45-2;CD44-1;CD49d;CD44-2;CD18;CD102;CD48;CD31;GP130;CD49b;CD226;CD110;CD29;CD41;CD99;CD47;CD71;CD42b;CD61;CLEC2,3,1.0,192,24,24,0.9383257320210424,2293,0.24454974708333332,0.11999929674999998,0.6354509654166666,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
Treg Memory,RNA,treg,FOXP3;IL7R;IL32;CTLA4,FOXP3;IL7R;IL32;CTLA4,4,4,ZWINT;ANK3;TIGIT;CDK1;TRABD2A;RTKN2;CBLB;IL2RA;ARID5B;DDX21;GNLY;C2orf88;SLC9A7;TMEM273;DUSP2;PARD3;SPATS2L;KLF7;AC133644.2;HGD,0,0.0,192,24,24,0.8162345905438486,1212,0.19531470399999998,0.07950701179166667,0.72517827875,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
Treg Memory,ADT,treg,CD3;CD4;CD25;CD127;CD152,CD3;CD4;CD25;CD127;CD152,5,5,CD25;CD27;CD127;CD278;CD95;CD28;CD38-1;CD122;Integrin-7;TIGIT;CD55;CD45RO;CD45RA;CD26-2;CD4-1;CD38-2;CD226;CD49d;CD2;CD71,3,0.6,192,24,24,0.8162345905438486,1212,0.19531470399999998,0.07950701179166667,0.72517827875,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
Treg Naive,RNA,treg,FOXP3;IL7R;IL32;CTLA4,FOXP3;IL7R;IL32;CTLA4,4,4,DDX21;ARID5B;FOXP3;IL7R;PTGIR;TMEM273;IKZF2;IL2RA;RTKN2;TIGIT;CHEK1;AC133644.2;TNFRSF8;CYTOR;SPATS2L;C2orf88;S100A12;CFP;CAMK4;LPAR6,2,0.5,192,24,24,0.7652322399696743,1295,0.16043931975,0.09405822850000001,0.7455024504166667,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
Treg Naive,ADT,treg,CD3;CD4;CD25;CD127;CD152;CD45RA;CD27,CD3;CD4;CD25;CD127;CD152;CD45RA;CD27,7,7,CD25;Integrin-7;CD49d;CD127;CD18;CD27;CD4-1;CD226;CD55;CD45RA;CD95;CD307e;CD45RB;CD38-1;CD99;CD31;CD45RO;CD122;CD109;CD28,5,0.7142857142857143,192,24,24,0.7652322399696743,1295,0.16043931975,0.09405822850000001,0.7455024504166667,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
cDC1,RNA,dc,FCER1A;CST3;CLEC10A,FCER1A;CST3;CLEC10A,3,3,CLEC4E;CLECL1;CLEC2D;CLEC9A;SPON2;PTPN6;MYMX;GABARAPL1;NSG1;ITGB2;ITGB1;NBPF19;TXNIP;SHD;SMIM24;NOTCH2NL;CD53;SH3TC1;CLNK;MX2,0,0.0,180,24,24,0.9773548864984276,151,0.21526898420833332,0.05605091804166667,0.7286800975,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
