method,metric,n_donors,mean,sd_across_donors,ci95_low,ci95_high,ci95_margin,worst_donor_value,best_donor_value
CellTypist-compatible log1p-CP10K (full-transcriptome denominator),accuracy,8,0.8534192399009976,0.0171207892739612,0.8391059018766782,0.8677325779253169,0.0143133380243193,0.8310374891020053,0.8711684898148506
CellTypist-compatible log1p-CP10K (full-transcriptome denominator),weighted_f1,8,0.849725341803214,0.0175885789325901,0.8350209218374552,0.8644297617689728,0.0147044199657587,0.8269883189812547,0.8699377001777817
CellTypist-compatible log1p-CP10K (full-transcriptome denominator),macro_f1,8,0.6834749609606123,0.0271315092333744,0.6607924516117091,0.7061574703095156,0.0226825093489032,0.646749545653118,0.7368873487916163
CellTypist-compatible log1p-CP10K (full-transcriptome denominator),balanced_accuracy,8,0.6933219849582095,0.0242311865753683,0.6730642060302787,0.7135797638861403,0.0202577789279307,0.6598998535797551,0.7413782658144084
