seed,class_label,modality,donor_a,donor_b,n_shared_features,spearman,top_k,top_k_jaccard
42,CD4 TEM_3,ADT,P2,P6,224,0.4708263933376042,20,0.3793103448275862
42,CD4 TEM_3,ADT,P2,P7,224,0.5027215460175102,20,0.2903225806451613
42,CD4 TEM_3,ADT,P2,P8,224,0.44018043988896016,20,0.3333333333333333
42,CD4 TEM_3,ADT,P3,P4,224,0.6042632927610507,20,0.6666666666666666
42,CD4 TEM_3,ADT,P3,P5,224,0.3518620542387359,20,0.5384615384615384
42,CD4 TEM_3,ADT,P3,P6,224,0.41916720051249207,20,0.3793103448275862
42,CD4 TEM_3,ADT,P3,P7,224,0.3602391629297459,20,0.3793103448275862
42,CD4 TEM_3,ADT,P3,P8,224,0.47947683109118094,20,0.3793103448275862
42,CD4 TEM_3,ADT,P4,P5,224,0.4785874439461884,20,0.5384615384615384
42,CD4 TEM_3,ADT,P4,P6,224,0.42227952167414057,20,0.6
42,CD4 TEM_3,ADT,P4,P7,224,0.47114349775784764,20,0.42857142857142855
42,CD4 TEM_3,ADT,P4,P8,224,0.4866410420670511,20,0.6
42,CD4 TEM_3,ADT,P5,P6,224,0.6821930386504378,20,0.42857142857142855
42,CD4 TEM_3,ADT,P5,P7,224,0.686907964979714,20,0.48148148148148145
42,CD4 TEM_3,ADT,P5,P8,224,0.6113100576553493,20,0.3793103448275862
42,CD4 TEM_3,ADT,P6,P7,224,0.6827567798419817,20,0.48148148148148145
42,CD4 TEM_3,ADT,P6,P8,224,0.6361168054665813,20,0.6
42,CD4 TEM_3,ADT,P7,P8,224,0.6987764253683538,20,0.48148148148148145
42,CD4 TCM_3,RNA,P1,P2,2945,0.8005378273453048,20,0.5384615384615384
42,CD4 TCM_3,RNA,P1,P3,2934,0.7368716421513256,20,0.3333333333333333
42,CD4 TCM_3,RNA,P1,P4,2905,0.7409636919323792,20,0.48148148148148145
42,CD4 TCM_3,RNA,P1,P5,2870,0.7659588122803123,20,0.48148148148148145
42,CD4 TCM_3,RNA,P1,P6,2823,0.7461365605807053,20,0.3793103448275862
42,CD4 TCM_3,RNA,P1,P7,2787,0.7378341542919229,20,0.3793103448275862
42,CD4 TCM_3,RNA,P1,P8,2903,0.7569161276254875,20,0.3793103448275862
42,CD4 TCM_3,RNA,P2,P3,2963,0.7704512166098452,20,0.3793103448275862
42,CD4 TCM_3,RNA,P2,P4,2923,0.7534757471053158,20,0.48148148148148145
42,CD4 TCM_3,RNA,P2,P5,2894,0.7689149938463248,20,0.5384615384615384
42,CD4 TCM_3,RNA,P2,P6,2850,0.7552380390372601,20,0.3333333333333333
42,CD4 TCM_3,RNA,P2,P7,2817,0.7601075836997899,20,0.3793103448275862
42,CD4 TCM_3,RNA,P2,P8,2880,0.7370268760079342,20,0.3793103448275862
42,CD4 TCM_3,RNA,P3,P4,2932,0.7767895205984816,20,0.42857142857142855
42,CD4 TCM_3,RNA,P3,P5,2889,0.7407598209542149,20,0.3793103448275862
42,CD4 TCM_3,RNA,P3,P6,2854,0.7329749567205885,20,0.2903225806451613
42,CD4 TCM_3,RNA,P3,P7,2823,0.7448683630296793,20,0.3333333333333333
42,CD4 TCM_3,RNA,P3,P8,2889,0.717284493627063,20,0.3793103448275862
42,CD4 TCM_3,RNA,P4,P5,2932,0.7649668331428217,20,0.5384615384615384
42,CD4 TCM_3,RNA,P4,P6,2841,0.7597536723924992,20,0.3793103448275862
42,CD4 TCM_3,RNA,P4,P7,2809,0.7650709220261332,20,0.48148148148148145
42,CD4 TCM_3,RNA,P4,P8,2870,0.7354561646365128,20,0.5384615384615384
42,CD4 TCM_3,RNA,P5,P6,2856,0.8030645449033554,20,0.42857142857142855
42,CD4 TCM_3,RNA,P5,P7,2795,0.7648522116661787,20,0.42857142857142855
42,CD4 TCM_3,RNA,P5,P8,2840,0.7502123475966733,20,0.6
42,CD4 TCM_3,RNA,P6,P7,2868,0.7868982360387282,20,0.3333333333333333
42,CD4 TCM_3,RNA,P6,P8,2801,0.7347065337085726,20,0.3793103448275862
42,CD4 TCM_3,RNA,P7,P8,2831,0.7594829589588842,20,0.3793103448275862
42,CD4 TCM_3,ADT,P1,P2,224,0.7595451633568225,20,0.6666666666666666
42,CD4 TCM_3,ADT,P1,P3,224,0.7205968396327141,20,0.6666666666666666
42,CD4 TCM_3,ADT,P1,P4,224,0.7065897928678199,20,0.6666666666666666
42,CD4 TCM_3,ADT,P1,P5,224,0.587896647448217,20,0.5384615384615384
42,CD4 TCM_3,ADT,P1,P6,224,0.553989963698484,20,0.5384615384615384
42,CD4 TCM_3,ADT,P1,P7,224,0.5400918214819561,20,0.42857142857142855
42,CD4 TCM_3,ADT,P1,P8,224,0.5825154815289345,20,0.6
42,CD4 TCM_3,ADT,P2,P3,224,0.7442472773862909,20,0.48148148148148145
42,CD4 TCM_3,ADT,P2,P4,224,0.6948601323937649,20,0.5384615384615384
42,CD4 TCM_3,ADT,P2,P5,224,0.5414723467862482,20,0.48148148148148145
42,CD4 TCM_3,ADT,P2,P6,224,0.5569560111039932,20,0.48148148148148145
42,CD4 TCM_3,ADT,P2,P7,224,0.4907954302797352,20,0.42857142857142855
42,CD4 TCM_3,ADT,P2,P8,224,0.5702861413623747,20,0.42857142857142855
42,CD4 TCM_3,ADT,P3,P4,224,0.6534924193892806,20,0.5384615384615384
42,CD4 TCM_3,ADT,P3,P5,224,0.48572603032244294,20,0.48148148148148145
42,CD4 TCM_3,ADT,P3,P6,224,0.5857580610719626,20,0.5384615384615384
42,CD4 TCM_3,ADT,P3,P7,224,0.4594426649583601,20,0.42857142857142855
42,CD4 TCM_3,ADT,P3,P8,224,0.47080290412128983,20,0.48148148148148145
42,CD4 TCM_3,ADT,P4,P5,224,0.5429895366218238,20,0.5384615384615384
42,CD4 TCM_3,ADT,P4,P6,224,0.5633429425581893,20,0.48148148148148145
42,CD4 TCM_3,ADT,P4,P7,224,0.49304719197095886,20,0.42857142857142855
42,CD4 TCM_3,ADT,P4,P8,224,0.5670958787102286,20,0.5384615384615384
42,CD4 TCM_3,ADT,P5,P6,224,0.7201035660901133,20,0.5384615384615384
42,CD4 TCM_3,ADT,P5,P7,224,0.6794875080076874,20,0.6
42,CD4 TCM_3,ADT,P5,P8,224,0.6864541960281872,20,0.6666666666666666
42,CD4 TCM_3,ADT,P6,P7,224,0.5913484945547728,20,0.42857142857142855
42,CD4 TCM_3,ADT,P6,P8,224,0.6971396540679053,20,0.6666666666666666
42,CD4 TCM_3,ADT,P7,P8,224,0.6047426863121932,20,0.5384615384615384
42,CD8 Naive,RNA,P1,P2,2945,0.8363804849398871,20,0.3333333333333333
42,CD8 Naive,RNA,P1,P3,2934,0.8245376216805892,20,0.48148148148148145
42,CD8 Naive,RNA,P1,P4,2905,0.8071052864189245,20,0.3333333333333333
42,CD8 Naive,RNA,P1,P5,2870,0.798949550130777,20,0.21212121212121213
42,CD8 Naive,RNA,P1,P6,2823,0.8053835152113479,20,0.21212121212121213
42,CD8 Naive,RNA,P1,P7,2787,0.8090143974791509,20,0.25
42,CD8 Naive,RNA,P1,P8,2903,0.8082958236992086,20,0.3793103448275862
42,CD8 Naive,RNA,P2,P3,2963,0.8049699968439769,20,0.3793103448275862
42,CD8 Naive,RNA,P2,P4,2923,0.7981321784616705,20,0.42857142857142855
42,CD8 Naive,RNA,P2,P5,2894,0.7810553770765497,20,0.17647058823529413
42,CD8 Naive,RNA,P2,P6,2850,0.7804022141720827,20,0.17647058823529413
42,CD8 Naive,RNA,P2,P7,2817,0.7876295619333302,20,0.25
42,CD8 Naive,RNA,P2,P8,2880,0.7743326354929394,20,0.25
42,CD8 Naive,RNA,P3,P4,2932,0.8371404795761057,20,0.5384615384615384
42,CD8 Naive,RNA,P3,P5,2889,0.7603680602342454,20,0.21212121212121213
42,CD8 Naive,RNA,P3,P6,2854,0.7869353142169224,20,0.21212121212121213
42,CD8 Naive,RNA,P3,P7,2823,0.8016620611842381,20,0.25
42,CD8 Naive,RNA,P3,P8,2889,0.7835543586071727,20,0.3793103448275862
42,CD8 Naive,RNA,P4,P5,2932,0.7688838933382118,20,0.21212121212121213
42,CD8 Naive,RNA,P4,P6,2841,0.7948086770737566,20,0.25
42,CD8 Naive,RNA,P4,P7,2809,0.7988993036636667,20,0.2903225806451613
42,CD8 Naive,RNA,P4,P8,2870,0.776626005568493,20,0.3333333333333333
42,CD8 Naive,RNA,P5,P6,2856,0.792716844557588,20,0.21212121212121213
42,CD8 Naive,RNA,P5,P7,2795,0.8081468611433332,20,0.3333333333333333
42,CD8 Naive,RNA,P5,P8,2840,0.7837759377472533,20,0.2903225806451613
42,CD8 Naive,RNA,P6,P7,2868,0.841090247510141,20,0.2903225806451613
42,CD8 Naive,RNA,P6,P8,2801,0.8001754136883988,20,0.21212121212121213
42,CD8 Naive,RNA,P7,P8,2831,0.8307861008753543,20,0.2903225806451613
42,CD8 Naive,ADT,P1,P2,224,0.7032810164424514,20,0.7391304347826086
42,CD8 Naive,ADT,P1,P3,224,0.6879158658979289,20,0.6666666666666666
42,CD8 Naive,ADT,P1,P4,224,0.6456213965406792,20,0.5384615384615384
42,CD8 Naive,ADT,P1,P5,224,0.5248975016015376,20,0.48148148148148145
42,CD8 Naive,ADT,P1,P6,224,0.4829660474055094,20,0.3793103448275862
42,CD8 Naive,ADT,P1,P7,224,0.468175314969037,20,0.3333333333333333
42,CD8 Naive,ADT,P1,P8,224,0.4841543882126842,20,0.3793103448275862
42,CD8 Naive,ADT,P2,P3,224,0.694173606662396,20,0.5384615384615384
42,CD8 Naive,ADT,P2,P4,224,0.574522741832159,20,0.42857142857142855
42,CD8 Naive,ADT,P2,P5,224,0.4841789451206493,20,0.5384615384615384
42,CD8 Naive,ADT,P2,P6,224,0.36991885543455055,20,0.3793103448275862
42,CD8 Naive,ADT,P2,P7,224,0.4290209267563528,20,0.42857142857142855
42,CD8 Naive,ADT,P2,P8,224,0.4000693999572924,20,0.42857142857142855
42,CD8 Naive,ADT,P3,P4,224,0.7219688234038011,20,0.6666666666666666
42,CD8 Naive,ADT,P3,P5,224,0.4384774717061713,20,0.42857142857142855
42,CD8 Naive,ADT,P3,P6,224,0.4251142430066197,20,0.3793103448275862
42,CD8 Naive,ADT,P3,P7,224,0.4606374119154389,20,0.2903225806451613
42,CD8 Naive,ADT,P3,P8,224,0.464614563314115,20,0.3793103448275862
42,CD8 Naive,ADT,P4,P5,224,0.49166239590006416,20,0.48148148148148145
42,CD8 Naive,ADT,P4,P6,224,0.48138906683749744,20,0.5384615384615384
42,CD8 Naive,ADT,P4,P7,224,0.49431347426863137,20,0.3333333333333333
42,CD8 Naive,ADT,P4,P8,224,0.5645419602818706,20,0.42857142857142855
42,CD8 Naive,ADT,P5,P6,224,0.6185073670723896,20,0.5384615384615384
42,CD8 Naive,ADT,P5,P7,224,0.7238468930172967,20,0.6666666666666666
42,CD8 Naive,ADT,P5,P8,224,0.6958979286781978,20,0.7391304347826086
42,CD8 Naive,ADT,P6,P7,224,0.626396540679052,20,0.42857142857142855
42,CD8 Naive,ADT,P6,P8,224,0.6399156523595987,20,0.6
42,CD8 Naive,ADT,P7,P8,224,0.7438928037582747,20,0.6
42,CD8 Naive_2,RNA,P1,P2,2945,0.7309718798639782,20,0.2903225806451613
42,CD8 Naive_2,RNA,P1,P3,2934,0.6131027468214914,20,0.17647058823529413
42,CD8 Naive_2,RNA,P1,P4,2905,0.683520252355438,20,0.3333333333333333
42,CD8 Naive_2,RNA,P1,P5,2870,0.6944062759879349,20,0.3793103448275862
42,CD8 Naive_2,RNA,P1,P6,2823,0.6524735720723062,20,0.14285714285714285
42,CD8 Naive_2,RNA,P1,P7,2787,0.6699569083701424,20,0.21212121212121213
42,CD8 Naive_2,RNA,P1,P8,2903,0.6884288948659898,20,0.3793103448275862
42,CD8 Naive_2,RNA,P2,P3,2963,0.6554300406909622,20,0.3793103448275862
42,CD8 Naive_2,RNA,P2,P4,2923,0.7019156525909943,20,0.3793103448275862
42,CD8 Naive_2,RNA,P2,P5,2894,0.7023295153831347,20,0.3333333333333333
42,CD8 Naive_2,RNA,P2,P6,2850,0.6991328758484865,20,0.25
42,CD8 Naive_2,RNA,P2,P7,2817,0.7035708197979862,20,0.25
42,CD8 Naive_2,RNA,P2,P8,2880,0.6820387162268577,20,0.3793103448275862
42,CD8 Naive_2,RNA,P3,P4,2932,0.6719534385444527,20,0.2903225806451613
42,CD8 Naive_2,RNA,P3,P5,2889,0.6236981078718078,20,0.17647058823529413
42,CD8 Naive_2,RNA,P3,P6,2854,0.6193218642358135,20,0.21212121212121213
42,CD8 Naive_2,RNA,P3,P7,2823,0.6326793355053775,20,0.21212121212121213
42,CD8 Naive_2,RNA,P3,P8,2889,0.6063663568004033,20,0.21212121212121213
42,CD8 Naive_2,RNA,P4,P5,2932,0.7079812627378544,20,0.25
42,CD8 Naive_2,RNA,P4,P6,2841,0.6855654555981137,20,0.25
42,CD8 Naive_2,RNA,P4,P7,2809,0.6919681639581071,20,0.2903225806451613
42,CD8 Naive_2,RNA,P4,P8,2870,0.6747282583380354,20,0.3793103448275862
42,CD8 Naive_2,RNA,P5,P6,2856,0.7066438676197029,20,0.17647058823529413
42,CD8 Naive_2,RNA,P5,P7,2795,0.7146670403926499,20,0.21212121212121213
42,CD8 Naive_2,RNA,P5,P8,2840,0.677495584625414,20,0.2903225806451613
42,CD8 Naive_2,RNA,P6,P7,2868,0.7485067878553725,20,0.3333333333333333
42,CD8 Naive_2,RNA,P6,P8,2801,0.6585535110011504,20,0.2903225806451613
42,CD8 Naive_2,RNA,P7,P8,2831,0.7239180921736216,20,0.3333333333333333
42,CD8 Naive_2,ADT,P1,P2,224,0.6662897715139869,20,0.6
42,CD8 Naive_2,ADT,P1,P3,224,0.48399209908178525,20,0.48148148148148145
42,CD8 Naive_2,ADT,P1,P4,224,0.6441255605381166,20,0.5384615384615384
42,CD8 Naive_2,ADT,P1,P5,224,0.470906470211403,20,0.48148148148148145
42,CD8 Naive_2,ADT,P1,P6,224,0.45868780696134964,20,0.48148148148148145
42,CD8 Naive_2,ADT,P1,P7,224,0.3810708947256033,20,0.3333333333333333
42,CD8 Naive_2,ADT,P1,P8,224,0.486044202434337,20,0.42857142857142855
42,CD8 Naive_2,ADT,P2,P3,224,0.5563218022635065,20,0.5384615384615384
42,CD8 Naive_2,ADT,P2,P4,224,0.6068364296391203,20,0.6
42,CD8 Naive_2,ADT,P2,P5,224,0.4738063207345719,20,0.48148148148148145
42,CD8 Naive_2,ADT,P2,P6,224,0.47530108904548374,20,0.48148148148148145
42,CD8 Naive_2,ADT,P2,P7,224,0.3123158231902627,20,0.3793103448275862
42,CD8 Naive_2,ADT,P2,P8,224,0.4074407431133889,20,0.5384615384615384
42,CD8 Naive_2,ADT,P3,P4,224,0.5195601110399317,20,0.3333333333333333
42,CD8 Naive_2,ADT,P3,P5,224,0.3967648942985266,20,0.42857142857142855
42,CD8 Naive_2,ADT,P3,P6,224,0.39674887892376687,20,0.42857142857142855
42,CD8 Naive_2,ADT,P3,P7,224,0.3074983984625241,20,0.2903225806451613
42,CD8 Naive_2,ADT,P3,P8,224,0.34891522528293833,20,0.3793103448275862
42,CD8 Naive_2,ADT,P4,P5,224,0.4922998078155029,20,0.5384615384615384
42,CD8 Naive_2,ADT,P4,P6,224,0.47807068118727325,20,0.48148148148148145
42,CD8 Naive_2,ADT,P4,P7,224,0.3910046978432629,20,0.42857142857142855
42,CD8 Naive_2,ADT,P4,P8,224,0.5262043561819347,20,0.48148148148148145
42,CD8 Naive_2,ADT,P5,P6,224,0.5432020072603033,20,0.48148148148148145
42,CD8 Naive_2,ADT,P5,P7,224,0.49371129617766396,20,0.42857142857142855
42,CD8 Naive_2,ADT,P5,P8,224,0.4878133674994662,20,0.5384615384615384
42,CD8 Naive_2,ADT,P6,P7,224,0.5062833653640829,20,0.3793103448275862
42,CD8 Naive_2,ADT,P6,P8,224,0.5250533845825327,20,0.42857142857142855
42,CD8 Naive_2,ADT,P7,P8,224,0.4782030749519539,20,0.5384615384615384
42,CD8 TCM_1,RNA,P1,P2,2945,0.8081413522312078,20,0.5384615384615384
42,CD8 TCM_1,RNA,P1,P3,2934,0.7232526037424295,20,0.48148148148148145
42,CD8 TCM_1,RNA,P1,P4,2905,0.7346225775424645,20,0.6666666666666666
42,CD8 TCM_1,RNA,P1,P5,2870,0.7678263739771559,20,0.5384615384615384
42,CD8 TCM_1,RNA,P1,P6,2823,0.7545870692891167,20,0.42857142857142855
42,CD8 TCM_1,RNA,P1,P7,2787,0.7469661408977092,20,0.3793103448275862
42,CD8 TCM_1,RNA,P1,P8,2903,0.7750490813780222,20,0.6
42,CD8 TCM_1,RNA,P2,P3,2963,0.7559504135222633,20,0.42857142857142855
42,CD8 TCM_1,RNA,P2,P4,2923,0.7513080005918357,20,0.42857142857142855
42,CD8 TCM_1,RNA,P2,P5,2894,0.7682976579622603,20,0.5384615384615384
42,CD8 TCM_1,RNA,P2,P6,2850,0.7576383902747691,20,0.48148148148148145
42,CD8 TCM_1,RNA,P2,P7,2817,0.7465828831342377,20,0.48148148148148145
42,CD8 TCM_1,RNA,P2,P8,2880,0.7347276045357034,20,0.5384615384615384
42,CD8 TCM_1,RNA,P3,P4,2932,0.7992965919961498,20,0.48148148148148145
42,CD8 TCM_1,RNA,P3,P5,2889,0.7298316720667993,20,0.5384615384615384
42,CD8 TCM_1,RNA,P3,P6,2854,0.727162991693514,20,0.48148148148148145
42,CD8 TCM_1,RNA,P3,P7,2823,0.7279721872362143,20,0.5384615384615384
42,CD8 TCM_1,RNA,P3,P8,2889,0.7169663541508253,20,0.48148148148148145
42,CD8 TCM_1,RNA,P4,P5,2932,0.7653602228083516,20,0.6
42,CD8 TCM_1,RNA,P4,P6,2841,0.7541601615770329,20,0.3793103448275862
42,CD8 TCM_1,RNA,P4,P7,2809,0.7588672453838942,20,0.42857142857142855
42,CD8 TCM_1,RNA,P4,P8,2870,0.7280199357593479,20,0.5384615384615384
42,CD8 TCM_1,RNA,P5,P6,2856,0.8250749541700843,20,0.42857142857142855
42,CD8 TCM_1,RNA,P5,P7,2795,0.7880077530573085,20,0.5384615384615384
42,CD8 TCM_1,RNA,P5,P8,2840,0.7673450953615245,20,0.6
42,CD8 TCM_1,RNA,P6,P7,2868,0.8123298037129548,20,0.42857142857142855
42,CD8 TCM_1,RNA,P6,P8,2801,0.7496034224546602,20,0.42857142857142855
42,CD8 TCM_1,RNA,P7,P8,2831,0.7834559351714955,20,0.3793103448275862
42,CD8 TCM_1,ADT,P1,P2,224,0.6932842195174035,20,0.6
42,CD8 TCM_1,ADT,P1,P3,224,0.650839205637412,20,0.7391304347826086
42,CD8 TCM_1,ADT,P1,P4,224,0.6256384796070895,20,0.6
42,CD8 TCM_1,ADT,P1,P5,224,0.4882575272261372,20,0.3793103448275862
42,CD8 TCM_1,ADT,P1,P6,224,0.4947330770873372,20,0.48148148148148145
42,CD8 TCM_1,ADT,P1,P7,224,0.42796711509716,20,0.3333333333333333
42,CD8 TCM_1,ADT,P1,P8,224,0.5100480461242793,20,0.2903225806451613
42,CD8 TCM_1,ADT,P2,P3,224,0.687440743113389,20,0.6666666666666666
42,CD8 TCM_1,ADT,P2,P4,224,0.6978219090326715,20,0.6666666666666666
42,CD8 TCM_1,ADT,P2,P5,224,0.5781763826606876,20,0.48148148148148145
42,CD8 TCM_1,ADT,P2,P6,224,0.5797939355114244,20,0.48148148148148145
42,CD8 TCM_1,ADT,P2,P7,224,0.47322015801836437,20,0.3793103448275862
42,CD8 TCM_1,ADT,P2,P8,224,0.5183557548579971,20,0.3333333333333333
42,CD8 TCM_1,ADT,P3,P4,224,0.6939291052743969,20,0.6666666666666666
42,CD8 TCM_1,ADT,P3,P5,224,0.4468150758061073,20,0.3793103448275862
42,CD8 TCM_1,ADT,P3,P6,224,0.4738970745248773,20,0.42857142857142855
42,CD8 TCM_1,ADT,P3,P7,224,0.46173926969891105,20,0.3333333333333333
42,CD8 TCM_1,ADT,P3,P8,224,0.45247811232116175,20,0.3333333333333333
42,CD8 TCM_1,ADT,P4,P5,224,0.48571428571428577,20,0.42857142857142855
42,CD8 TCM_1,ADT,P4,P6,224,0.5265075806107197,20,0.48148148148148145
42,CD8 TCM_1,ADT,P4,P7,224,0.4773222293401666,20,0.3333333333333333
42,CD8 TCM_1,ADT,P4,P8,224,0.5151580183642965,20,0.2903225806451613
42,CD8 TCM_1,ADT,P5,P6,224,0.7405103566090114,20,0.6666666666666666
42,CD8 TCM_1,ADT,P5,P7,224,0.6358968609865472,20,0.48148148148148145
42,CD8 TCM_1,ADT,P5,P8,224,0.6194117019004912,20,0.6
42,CD8 TCM_1,ADT,P6,P7,224,0.6455103566090113,20,0.5384615384615384
42,CD8 TCM_1,ADT,P6,P8,224,0.6425613922699126,20,0.48148148148148145
42,CD8 TCM_1,ADT,P7,P8,224,0.6437540038436901,20,0.42857142857142855
43,CD4 TEM_3,RNA,P1,P2,2945,0.7657649583512302,20,0.48148148148148145
43,CD4 TEM_3,RNA,P1,P3,2934,0.7195472517111678,20,0.48148148148148145
43,CD4 TEM_3,RNA,P1,P4,2905,0.7491286842254248,20,0.48148148148148145
43,CD4 TEM_3,RNA,P1,P5,2870,0.7177149861334883,20,0.48148148148148145
43,CD4 TEM_3,RNA,P1,P6,2823,0.7241130464445104,20,0.3793103448275862
43,CD4 TEM_3,RNA,P1,P7,2787,0.7166263198108297,20,0.48148148148148145
43,CD4 TEM_3,RNA,P1,P8,2903,0.7416200736672961,20,0.5384615384615384
43,CD4 TEM_3,RNA,P2,P3,2963,0.7548659693583074,20,0.48148148148148145
43,CD4 TEM_3,RNA,P2,P4,2923,0.7422188825139063,20,0.42857142857142855
43,CD4 TEM_3,RNA,P2,P5,2894,0.7003447612468957,20,0.3793103448275862
43,CD4 TEM_3,RNA,P2,P6,2850,0.7105775498273053,20,0.2903225806451613
43,CD4 TEM_3,RNA,P2,P7,2817,0.7255432692083058,20,0.42857142857142855
43,CD4 TEM_3,RNA,P2,P8,2880,0.707950123430683,20,0.42857142857142855
43,CD4 TEM_3,RNA,P3,P4,2932,0.7867369747279038,20,0.5384615384615384
43,CD4 TEM_3,RNA,P3,P5,2889,0.7122247142389748,20,0.48148148148148145
43,CD4 TEM_3,RNA,P3,P6,2854,0.7111713343794857,20,0.2903225806451613
43,CD4 TEM_3,RNA,P3,P7,2823,0.71314103234607,20,0.42857142857142855
43,CD4 TEM_3,RNA,P3,P8,2889,0.6942683933196512,20,0.42857142857142855
43,CD4 TEM_3,RNA,P4,P5,2932,0.7960739991130807,20,0.3793103448275862
43,CD4 TEM_3,RNA,P4,P6,2841,0.7676480991535432,20,0.3333333333333333
43,CD4 TEM_3,RNA,P4,P7,2809,0.7783101275904656,20,0.48148148148148145
43,CD4 TEM_3,RNA,P4,P8,2870,0.7412148265281185,20,0.48148148148148145
43,CD4 TEM_3,RNA,P5,P6,2856,0.7862411339378138,20,0.3793103448275862
43,CD4 TEM_3,RNA,P5,P7,2795,0.797197468964026,20,0.42857142857142855
43,CD4 TEM_3,RNA,P5,P8,2840,0.7360674583918725,20,0.42857142857142855
43,CD4 TEM_3,RNA,P6,P7,2868,0.7922251856954136,20,0.48148148148148145
43,CD4 TEM_3,RNA,P6,P8,2801,0.7404646578282524,20,0.3333333333333333
43,CD4 TEM_3,RNA,P7,P8,2831,0.7659898319216568,20,0.5384615384615384
43,CD4 TEM_3,ADT,P1,P2,224,0.645006406149904,20,0.6
43,CD4 TEM_3,ADT,P1,P3,224,0.6880279735212471,20,0.48148148148148145
43,CD4 TEM_3,ADT,P1,P4,224,0.7196113602391631,20,0.48148148148148145
43,CD4 TEM_3,ADT,P1,P5,224,0.48863976083707034,20,0.48148148148148145
43,CD4 TEM_3,ADT,P1,P6,224,0.5074023062139654,20,0.3333333333333333
43,CD4 TEM_3,ADT,P1,P7,224,0.5214221652786676,20,0.3333333333333333
43,CD4 TEM_3,ADT,P1,P8,224,0.5016314328421954,20,0.3793103448275862
43,CD4 TEM_3,ADT,P2,P3,224,0.6403363228699552,20,0.5384615384615384
43,CD4 TEM_3,ADT,P2,P4,224,0.6210399316677344,20,0.7391304347826086
43,CD4 TEM_3,ADT,P2,P5,224,0.43601964552637207,20,0.48148148148148145
43,CD4 TEM_3,ADT,P2,P6,224,0.45310057655349145,20,0.5384615384615384
43,CD4 TEM_3,ADT,P2,P7,224,0.5406043134742687,20,0.3333333333333333
43,CD4 TEM_3,ADT,P2,P8,224,0.43332052103352553,20,0.3793103448275862
43,CD4 TEM_3,ADT,P3,P4,224,0.6883493487080933,20,0.5384615384615384
43,CD4 TEM_3,ADT,P3,P5,224,0.4314840913944053,20,0.3793103448275862
43,CD4 TEM_3,ADT,P3,P6,224,0.47636664531283374,20,0.42857142857142855
43,CD4 TEM_3,ADT,P3,P7,224,0.4496369848387786,20,0.25
43,CD4 TEM_3,ADT,P3,P8,224,0.47742793081358115,20,0.3793103448275862
43,CD4 TEM_3,ADT,P4,P5,224,0.5139387144992527,20,0.48148148148148145
43,CD4 TEM_3,ADT,P4,P6,224,0.5348206278026907,20,0.5384615384615384
43,CD4 TEM_3,ADT,P4,P7,224,0.5238597053171045,20,0.42857142857142855
43,CD4 TEM_3,ADT,P4,P8,224,0.4916431774503524,20,0.42857142857142855
43,CD4 TEM_3,ADT,P5,P6,224,0.6935287209054026,20,0.5384615384615384
43,CD4 TEM_3,ADT,P5,P7,224,0.6241394405295752,20,0.5384615384615384
43,CD4 TEM_3,ADT,P5,P8,224,0.6383472133247919,20,0.42857142857142855
43,CD4 TEM_3,ADT,P6,P7,224,0.7017851804398891,20,0.48148148148148145
43,CD4 TEM_3,ADT,P6,P8,224,0.7026799060431349,20,0.42857142857142855
43,CD4 TEM_3,ADT,P7,P8,224,0.6467851804398891,20,0.3793103448275862
43,CD4 TCM_3,RNA,P1,P2,2945,0.7490392762310352,20,0.3333333333333333
43,CD4 TCM_3,RNA,P1,P3,2934,0.7400614399774423,20,0.3793103448275862
43,CD4 TCM_3,RNA,P1,P4,2905,0.7518802076486358,20,0.3793103448275862
43,CD4 TCM_3,RNA,P1,P5,2870,0.7203727912703325,20,0.3793103448275862
43,CD4 TCM_3,RNA,P1,P6,2823,0.7236422136413623,20,0.2903225806451613
43,CD4 TCM_3,RNA,P1,P7,2787,0.7391306533583508,20,0.2903225806451613
43,CD4 TCM_3,RNA,P1,P8,2903,0.7637252028450104,20,0.42857142857142855
43,CD4 TCM_3,RNA,P2,P3,2963,0.7618616617222714,20,0.42857142857142855
43,CD4 TCM_3,RNA,P2,P4,2923,0.7289127677593578,20,0.48148148148148145
43,CD4 TCM_3,RNA,P2,P5,2894,0.7033040921688706,20,0.3333333333333333
43,CD4 TCM_3,RNA,P2,P6,2850,0.6926996015699888,20,0.2903225806451613
43,CD4 TCM_3,RNA,P2,P7,2817,0.7159209640771079,20,0.3333333333333333
43,CD4 TCM_3,RNA,P2,P8,2880,0.7040810883344292,20,0.3333333333333333
43,CD4 TCM_3,RNA,P3,P4,2932,0.7985836062916842,20,0.48148148148148145
43,CD4 TCM_3,RNA,P3,P5,2889,0.7421098596084931,20,0.5384615384615384
43,CD4 TCM_3,RNA,P3,P6,2854,0.7386959303656458,20,0.3793103448275862
43,CD4 TCM_3,RNA,P3,P7,2823,0.7531506209259009,20,0.48148148148148145
43,CD4 TCM_3,RNA,P3,P8,2889,0.73446662565295,20,0.42857142857142855
43,CD4 TCM_3,RNA,P4,P5,2932,0.7846267175786331,20,0.5384615384615384
43,CD4 TCM_3,RNA,P4,P6,2841,0.7529111988571625,20,0.42857142857142855
43,CD4 TCM_3,RNA,P4,P7,2809,0.7752333574584486,20,0.3793103448275862
