test_donor,seed,scenario,mask_fraction,n_masked_proteins,mask_seed,mask_source,n_test,accuracy,weighted_f1,macro_f1,balanced_accuracy,ece,brier,full_accuracy,delta_accuracy,full_weighted_f1,delta_weighted_f1,full_macro_f1,delta_macro_f1,full_balanced_accuracy,delta_balanced_accuracy,full_ece,delta_ece,full_brier,delta_brier
P3,41,random_70,0.7,157,333417,legacy_v33_deterministic_feature_mask,14660,0.880218281036835,0.8834098149557174,0.7389090277811168,0.7699912920465615,0.0961573735225087,0.19433611631393433,0.9038881309686221,-0.023669849931787112,0.9006726921511017,-0.01726287719538433,0.7985879566133259,-0.059678928832209155,0.8158240919186364,-0.04583279987207489,0.06777470399299063,0.028382669529518068,0.15684610605239868,0.037490010261535645
P3,41,marker_memory,,6,,legacy_v33_deterministic_feature_mask,14660,0.9017053206002729,0.8996169113124166,0.7834468961520447,0.816904336109244,0.079352545588802,0.16209948062896729,0.9038881309686221,-0.0021828103683492195,0.9006726921511017,-0.001055780838685072,0.7985879566133259,-0.015141060461281275,0.8158240919186364,0.0010802441906075932,0.06777470399299063,0.011577841595811378,0.15684610605239868,0.0052533745765686035
P3,41,marker_tcell,,15,,legacy_v33_deterministic_feature_mask,14660,0.8899727148703956,0.8891850985432158,0.7665723783013527,0.7970498328116518,0.0762940040257179,0.17970047891139984,0.9038881309686221,-0.01391541609822644,0.9006726921511017,-0.011487593607885871,0.7985879566133259,-0.032015578311973214,0.8158240919186364,-0.018774259106984603,0.06777470399299063,0.008519300032727273,0.15684610605239868,0.02285437285900116
P3,41,rna_only,1.0,224,,legacy_v33_deterministic_feature_mask,14660,0.8837653478854025,0.882528494432779,0.7320000588091449,0.7599486569131337,0.1368540118348062,0.2047072798013687,0.9038881309686221,-0.020122783083219575,0.9006726921511017,-0.018144197718322652,0.7985879566133259,-0.06658789780418106,0.8158240919186364,-0.05587543500550263,0.06777470399299063,0.06907930784181557,0.15684610605239868,0.04786117374897003
P3,41,random_size_matched_6,0.026785714285714284,6,823411,random_feature_name_only_size_matched_to_targeted_mask,14660,0.9034788540245566,0.9002945981434539,0.7941353788042522,0.816541433919332,0.07019841789101516,0.15758515894412994,0.9038881309686221,-0.0004092769440654509,0.9006726921511017,-0.0003780940076477668,0.7985879566133259,-0.00445257780907371,0.8158240919186364,0.0007173420006956199,0.06777470399299063,0.0024237138980245376,0.15684610605239868,0.0007390528917312622
P3,41,random_size_matched_15,0.06696428571428571,15,823412,random_feature_name_only_size_matched_to_targeted_mask,14660,0.9046384720327422,0.9021453502541379,0.7960799430466221,0.8150689435030839,0.07351968397791682,0.15634383261203766,0.9038881309686221,0.0007503410641200858,0.9006726921511017,0.0014726581030362063,0.7985879566133259,-0.002508013566703826,0.8158240919186364,-0.0007551484155524646,0.06777470399299063,0.0057449799849261934,0.15684610605239868,-0.000502273440361023
P3,42,full,0.0,0,,legacy_v33_deterministic_feature_mask,14660,0.906343792633015,0.9010726565903407,0.7862420370465021,0.7754029976288098,0.058915828017957556,0.16634906828403473,0.906343792633015,0.0,0.9010726565903407,0.0,0.7862420370465021,0.0,0.7754029976288098,0.0,0.058915828017957556,0.0,0.16634906828403473,0.0
P3,42,random_10,0.1,22,333421,legacy_v33_deterministic_feature_mask,14660,0.9040245566166439,0.8989139458880868,0.7715983911920973,0.7548339409903115,0.05959292132036423,0.16946572065353394,0.906343792633015,-0.0023192360163710735,0.9010726565903407,-0.00215871070225393,0.7862420370465021,-0.014643645854404808,0.7754029976288098,-0.020569056638498284,0.058915828017957556,0.0006770933024066728,0.16634906828403473,0.0031166523694992065
P3,42,random_30,0.3,67,333423,legacy_v33_deterministic_feature_mask,14660,0.8891541609822646,0.881886659475211,0.7507468221047916,0.7341374626632932,0.05264775256383632,0.194081649184227,0.906343792633015,-0.01718963165075038,0.9010726565903407,-0.019185997115129694,0.7862420370465021,-0.035495214941710485,0.7754029976288098,-0.04126553496551666,0.058915828017957556,-0.0062680754541212386,0.16634906828403473,0.02773258090019226
P3,42,random_50,0.5,112,333425,legacy_v33_deterministic_feature_mask,14660,0.8892223738062756,0.8825780628160577,0.7495859476859937,0.7328563224623028,0.05416034512770697,0.1933441013097763,0.906343792633015,-0.017121418826739454,0.9010726565903407,-0.018494593774283086,0.7862420370465021,-0.03665608936050835,0.7754029976288098,-0.04254667516650701,0.058915828017957556,-0.004755482890250587,0.16634906828403473,0.026995033025741577
P3,42,random_70,0.7,157,333427,legacy_v33_deterministic_feature_mask,14660,0.8916098226466576,0.8887192411352727,0.7376230410519238,0.7341666873797896,0.05389681745722057,0.18679915368556976,0.906343792633015,-0.014733969986357454,0.9010726565903407,-0.012353415455068073,0.7862420370465021,-0.04861899599457831,0.7754029976288098,-0.04123631024902019,0.058915828017957556,-0.005019010560736989,0.16634906828403473,0.020450085401535034
P3,42,marker_memory,,6,,legacy_v33_deterministic_feature_mask,14660,0.9034106412005457,0.8986689782389135,0.766792857413636,0.7635148960735818,0.05910623857464342,0.17097680270671844,0.906343792633015,-0.0029331514324693053,0.9010726565903407,-0.0024036783514272964,0.7862420370465021,-0.019449179632866076,0.7754029976288098,-0.011888101555228014,0.058915828017957556,0.00019041055668586604,0.16634906828403473,0.004627734422683716
P3,42,marker_tcell,,15,,legacy_v33_deterministic_feature_mask,14660,0.9034106412005457,0.8987740034872077,0.7601926509267088,0.7536996107574303,0.05586588781677684,0.17078858613967896,0.906343792633015,-0.0029331514324693053,0.9010726565903407,-0.0022986531031330415,0.7862420370465021,-0.02604938611979324,0.7754029976288098,-0.021703386871379515,0.058915828017957556,-0.003049940201180719,0.16634906828403473,0.004439517855644226
P3,42,rna_only,1.0,224,,legacy_v33_deterministic_feature_mask,14660,0.8854706684856753,0.8806739181480001,0.7308748971534248,0.7273809572950989,0.07070702821178944,0.18806371092796326,0.906343792633015,-0.02087312414733966,0.9010726565903407,-0.020398738442340636,0.7862420370465021,-0.05536713989307729,0.7754029976288098,-0.048022040333710936,0.058915828017957556,0.011791200193831883,0.16634906828403473,0.021714642643928528
P3,42,random_size_matched_6,0.026785714285714284,6,823421,random_feature_name_only_size_matched_to_targeted_mask,14660,0.9057980900409277,0.9011183977771965,0.7882206112276059,0.7769530600840728,0.060066650437869594,0.1663137525320053,0.906343792633015,-0.0005457025920873049,0.9010726565903407,4.5741186855741134e-05,0.7862420370465021,0.0019785741811038093,0.7754029976288098,0.0015500624552630127,0.058915828017957556,0.0011508224199120384,0.16634906828403473,-3.5315752029418945e-05
P3,42,random_size_matched_15,0.06696428571428571,15,823422,random_feature_name_only_size_matched_to_targeted_mask,14660,0.9049113233287858,0.9000153229371645,0.7863064566429777,0.7761537830908064,0.058650364977336875,0.16887266933918,0.906343792633015,-0.0014324693042292447,0.9010726565903407,-0.0010573336531762845,0.7862420370465021,6.441959647562889e-05,0.7754029976288098,0.0007507854619965837,0.058915828017957556,-0.00026546304062068093,0.16634906828403473,0.0025236010551452637
P3,43,full,0.0,0,,legacy_v33_deterministic_feature_mask,14660,0.9068212824010914,0.9018462620456903,0.7828311948477107,0.7766894419818288,0.056431514868388225,0.16552133858203888,0.9068212824010914,0.0,0.9018462620456903,0.0,0.7828311948477107,0.0,0.7766894419818288,0.0,0.056431514868388225,0.0,0.16552133858203888,0.0
P3,43,random_10,0.1,22,333431,legacy_v33_deterministic_feature_mask,14660,0.9062755798090041,0.901561485383711,0.7865026715546442,0.7745112791212214,0.06654814098228537,0.16774819791316986,0.9068212824010914,-0.0005457025920873049,0.9018462620456903,-0.0002847766619793468,0.7828311948477107,0.003671476706933463,0.7766894419818288,-0.0021781628606073467,0.056431514868388225,0.010116626113897145,0.16552133858203888,0.0022268593311309814
P3,43,random_30,0.3,67,333433,legacy_v33_deterministic_feature_mask,14660,0.9008185538881309,0.8956329478817677,0.7681512299524994,0.7674064947560787,0.06513402654318007,0.17271527647972107,0.9068212824010914,-0.006002728512960465,0.9018462620456903,-0.0062133141639225675,0.7828311948477107,-0.014679964895211284,0.7766894419818288,-0.009282947225750071,0.056431514868388225,0.008702511674791844,0.16552133858203888,0.00719393789768219
P3,43,random_50,0.5,112,333435,legacy_v33_deterministic_feature_mask,14660,0.8918144611186903,0.8874535294972147,0.7370935288352513,0.7462352828133332,0.06549686698133753,0.1873445212841034,0.9068212824010914,-0.01500682128240105,0.9018462620456903,-0.014392732548475617,0.7828311948477107,-0.04573766601245943,0.7766894419818288,-0.030454159168495587,0.056431514868388225,0.009065352112949301,0.16552133858203888,0.021823182702064514
P3,43,random_70,0.7,157,333437,legacy_v33_deterministic_feature_mask,14660,0.8853342428376535,0.8815969033336276,0.7318982011829003,0.7352223026450558,0.059444724187498854,0.1941767781972885,0.9068212824010914,-0.021487039563437893,0.9018462620456903,-0.02024935871206268,0.7828311948477107,-0.05093299366481041,0.7766894419818288,-0.04146713933677293,0.056431514868388225,0.0030132093191106296,0.16552133858203888,0.028655439615249634
P3,43,marker_memory,,6,,legacy_v33_deterministic_feature_mask,14660,0.9038881309686221,0.8990277996754081,0.7849605100294188,0.7845798498464174,0.05907661324979342,0.16913560032844543,0.9068212824010914,-0.0029331514324693053,0.9018462620456903,-0.00281846237028216,0.7828311948477107,0.0021293151817081135,0.7766894419818288,0.007890407864588611,0.056431514868388225,0.0026450983814051976,0.16552133858203888,0.003614261746406555
P3,43,marker_tcell,,15,,legacy_v33_deterministic_feature_mask,14660,0.9010914051841746,0.8969482588774419,0.7755058352216906,0.772788109604738,0.0546701098061681,0.17160777747631073,0.9068212824010914,-0.005729877216916757,0.9018462620456903,-0.004898003168248399,0.7828311948477107,-0.0073253596260201,0.7766894419818288,-0.0039013323770907826,0.056431514868388225,-0.0017614050622201255,0.16552133858203888,0.006086438894271851
P3,43,rna_only,1.0,224,,legacy_v33_deterministic_feature_mask,14660,0.8843792633015006,0.8799609494717786,0.7346402225512427,0.7381864347927924,0.07850191086774636,0.18911336362361908,0.9068212824010914,-0.02244201909959076,0.9018462620456903,-0.021885312573911686,0.7828311948477107,-0.04819097229646796,0.7766894419818288,-0.03850300718903632,0.056431514868388225,0.02207039599935813,0.16552133858203888,0.0235920250415802
P3,43,random_size_matched_6,0.026785714285714284,6,823431,random_feature_name_only_size_matched_to_targeted_mask,14660,0.9064120054570259,0.9013187990757915,0.7845470034422651,0.7766058296719078,0.05593993801211922,0.166033074259758,0.9068212824010914,-0.0004092769440654509,0.9018462620456903,-0.0005274629698988065,0.7828311948477107,0.0017158085945544466,0.7766894419818288,-8.361230992093294e-05,0.056431514868388225,-0.0004915768562690076,0.16552133858203888,0.0005117356777191162
P3,43,random_size_matched_15,0.06696428571428571,15,823432,random_feature_name_only_size_matched_to_targeted_mask,14660,0.9043656207366985,0.89930335660984,0.771172224975592,0.7659302150321008,0.057588342374945395,0.16852256655693054,0.9068212824010914,-0.0024556616643929274,0.9018462620456903,-0.00254290543585034,0.7828311948477107,-0.011658969872118674,0.7766894419818288,-0.010759226949727974,0.056431514868388225,0.0011568275065571704,0.16552133858203888,0.0030012279748916626
P4,41,full,0.0,0,,legacy_v33_deterministic_feature_mask,17090,0.9162083089526039,0.9163462995726416,0.7822061189762317,0.7686533430872561,0.0759702947507343,0.1518496572971344,0.9162083089526039,0.0,0.9163462995726416,0.0,0.7822061189762317,0.0,0.7686533430872561,0.0,0.0759702947507343,0.0,0.1518496572971344,0.0
P4,41,random_10,0.1,22,334411,legacy_v33_deterministic_feature_mask,17090,0.9083674663545933,0.9078111857917548,0.7700462233861127,0.7579425505510732,0.07438524647579335,0.16477830708026886,0.9162083089526039,-0.007840842598010545,0.9163462995726416,-0.008535113780886783,0.7822061189762317,-0.012159895590118985,0.7686533430872561,-0.0107107925361829,0.0759702947507343,-0.0015850482749409506,0.1518496572971344,0.01292864978313446
P4,41,random_30,0.3,67,334413,legacy_v33_deterministic_feature_mask,17090,0.9053832650672908,0.904315617537326,0.7672022111772464,0.7598822468682741,0.07027673839633404,0.1699441820383072,0.9162083089526039,-0.010825043885313024,0.9163462995726416,-0.012030682035315543,0.7822061189762317,-0.015003907798985305,0.7686533430872561,-0.008771096218981977,0.0759702947507343,-0.0056935563544002615,0.1518496572971344,0.01809452474117279
P4,41,random_50,0.5,112,334415,legacy_v33_deterministic_feature_mask,17090,0.9038033937975424,0.9037764345651168,0.7422309340463629,0.7360571249412197,0.070559427280779,0.1707083284854889,0.9162083089526039,-0.01240491515506148,0.9163462995726416,-0.012569865007524772,0.7822061189762317,-0.039975184929868846,0.7686533430872561,-0.032596218146036415,0.0759702947507343,-0.005410867469955297,0.1518496572971344,0.018858671188354492
P4,41,random_70,0.7,157,334417,legacy_v33_deterministic_feature_mask,17090,0.8978935049736688,0.8961325244155836,0.738469885688224,0.7280019643596027,0.07074214616771887,0.17838981747627258,0.9162083089526039,-0.018314803978935035,0.9163462995726416,-0.020213775157058023,0.7822061189762317,-0.043736233288007687,0.7686533430872561,-0.04065137872765334,0.0759702947507343,-0.0052281485830154295,0.1518496572971344,0.026540160179138184
P4,41,marker_memory,,6,,legacy_v33_deterministic_feature_mask,17090,0.9146869514335869,0.9145870441089669,0.7740246876946233,0.7676035392936885,0.07736383959816656,0.1549924612045288,0.9162083089526039,-0.0015213575190169415,0.9163462995726416,-0.0017592554636747249,0.7822061189762317,-0.00818143128160842,0.7686533430872561,-0.0010498037935675608,0.0759702947507343,0.0013935448474322598,0.1518496572971344,0.003142803907394409
P4,41,marker_tcell,,15,,legacy_v33_deterministic_feature_mask,17090,0.9105324751316559,0.9104114842760651,0.7717609661042935,0.7642513520978695,0.07407611572320452,0.1587812304496765,0.9162083089526039,-0.00567583382094794,0.9163462995726416,-0.005934815296576468,0.7822061189762317,-0.010445152871938257,0.7686533430872561,-0.004401990989386539,0.0759702947507343,-0.0018941790275297798,0.1518496572971344,0.006931573152542114
P4,41,rna_only,1.0,224,,legacy_v33_deterministic_feature_mask,17090,0.8976009362200117,0.8958683968188261,0.738830202398103,0.7253166864059506,0.0886833266513678,0.17420797049999237,0.9162083089526039,-0.018607372732592165,0.9163462995726416,-0.020477902753815447,0.7822061189762317,-0.04337591657812867,0.7686533430872561,-0.043336656681305485,0.0759702947507343,0.012713031900633498,0.1518496572971344,0.02235831320285797
P4,41,random_size_matched_6,0.026785714285714284,6,824411,random_feature_name_only_size_matched_to_targeted_mask,17090,0.9159742539496781,0.9157027983945384,0.7837332208977373,0.7714394410881366,0.07552734153392095,0.15123698115348816,0.9162083089526039,-0.000234055002925726,0.9163462995726416,-0.0006435011781031896,0.7822061189762317,0.0015271019215056247,0.7686533430872561,0.002786098000880477,0.0759702947507343,-0.00044295321681335487,0.1518496572971344,-0.0006126761436462402
P4,41,random_size_matched_15,0.06696428571428571,15,824412,random_feature_name_only_size_matched_to_targeted_mask,17090,0.9166764189584552,0.9163118802958118,0.7751643028959081,0.7624375458049635,0.07639133584750471,0.15082283318042755,0.9162083089526039,0.000468110005851341,0.9163462995726416,-3.441927682978907e-05,0.7822061189762317,-0.007041816080323615,0.7686533430872561,-0.006215797282292601,0.0759702947507343,0.00042104109677040813,0.1518496572971344,-0.0010268241167068481
P4,42,full,0.0,0,,legacy_v33_deterministic_feature_mask,17090,0.9091281451141018,0.9110119627729432,0.7724201325666772,0.7716843862583388,0.07376734102030397,0.16136109828948975,0.9091281451141018,0.0,0.9110119627729432,0.0,0.7724201325666772,0.0,0.7716843862583388,0.0,0.07376734102030397,0.0,0.16136109828948975,0.0
P4,42,random_10,0.1,22,334421,legacy_v33_deterministic_feature_mask,17090,0.9090696313633704,0.9104166393583818,0.7695189443322787,0.7683983205962212,0.07663668738236686,0.16211232542991638,0.9091281451141018,-5.8513750731403746e-05,0.9110119627729432,-0.0005953234145613662,0.7724201325666772,-0.002901188234398444,0.7716843862583388,-0.003286065662117643,0.07376734102030397,0.0028693463620628884,0.16136109828948975,0.0007512271404266357
P4,42,random_30,0.3,67,334423,legacy_v33_deterministic_feature_mask,17090,0.8979520187244002,0.9001586780726735,0.7613655923642344,0.7620078965483832,0.07586757279082376,0.17747631669044495,0.9091281451141018,-0.011176126389701557,0.9110119627729432,-0.010853284700269694,0.7724201325666772,-0.011054540202442786,0.7716843862583388,-0.009676489709955605,0.07376734102030397,0.002100231770519795,0.16136109828948975,0.0161152184009552
P4,42,random_50,0.5,112,334425,legacy_v33_deterministic_feature_mask,17090,0.8889994148624927,0.889928729340319,0.7316342231412407,0.7257773034611217,0.06539960559991595,0.19228462874889374,0.9091281451141018,-0.020128730251609106,0.9110119627729432,-0.021083233432624193,0.7724201325666772,-0.04078590942543647,0.7716843862583388,-0.045907082797217114,0.07376734102030397,-0.008367735420388017,0.16136109828948975,0.03092353045940399
P4,42,random_70,0.7,157,334427,legacy_v33_deterministic_feature_mask,17090,0.8842012873025161,0.8829176963295565,0.727847624568329,0.7220971837464931,0.0636302338824801,0.1989935338497162,0.9091281451141018,-0.024926857811585656,0.9110119627729432,-0.02809426644338664,0.7724201325666772,-0.04457250799834822,0.7716843862583388,-0.049587202511845674,0.07376734102030397,-0.01013710713782387,0.16136109828948975,0.03763243556022644
P4,42,marker_memory,,6,,legacy_v33_deterministic_feature_mask,17090,0.9047396138092452,0.9059226647232111,0.7566945720425235,0.7630703627868922,0.0727370011660005,0.16816037893295288,0.9091281451141018,-0.004388531304856613,0.9110119627729432,-0.005089298049732016,0.7724201325666772,-0.015725560524153637,0.7716843862583388,-0.008614023471446575,0.07376734102030397,-0.0010303398543034664,0.16136109828948975,0.006799280643463135
P4,42,marker_tcell,,15,,legacy_v33_deterministic_feature_mask,17090,0.904856641310708,0.905622237967955,0.758546633976235,0.7594377556105469,0.07490292703324135,0.16621316969394684,0.9091281451141018,-0.004271503803393806,0.9110119627729432,-0.005389724804988116,0.7724201325666772,-0.01387349859044218,0.7716843862583388,-0.012246630647791856,0.07376734102030397,0.0011355860129373813,0.16136109828948975,0.004852071404457092
P4,42,rna_only,1.0,224,,legacy_v33_deterministic_feature_mask,17090,0.890579286132241,0.8895430426063855,0.7219473402618299,0.71810978847052,0.08719713961680495,0.18122820556163788,0.9091281451141018,-0.01854885898186076,0.9110119627729432,-0.02146892016655766,0.7724201325666772,-0.05047279230484725,0.7716843862583388,-0.05357459778781881,0.07376734102030397,0.01342979859650098,0.16136109828948975,0.019867107272148132
P4,42,random_size_matched_6,0.026785714285714284,6,824421,random_feature_name_only_size_matched_to_targeted_mask,17090,0.9080163838502048,0.9097554746278692,0.7718136447183283,0.7712736170600226,0.0743792731234245,0.16350390017032623,0.9091281451141018,-0.0011117612638970042,0.9110119627729432,-0.001256488145073953,0.7724201325666772,-0.0006064878483489355,0.7716843862583388,-0.0004107691983161743,0.07376734102030397,0.0006119321031205355,0.16136109828948975,0.002142801880836487
P4,42,random_size_matched_15,0.06696428571428571,15,824422,random_feature_name_only_size_matched_to_targeted_mask,17090,0.9075482738443534,0.9091856172547232,0.7627686641050716,0.7591896834798142,0.07609124183175228,0.16349974274635315,0.9091281451141018,-0.0015798712697483452,0.9110119627729432,-0.0018263455182199184,0.7724201325666772,-0.009651468461605583,0.7716843862583388,-0.012494702778524602,0.07376734102030397,0.002323900811448315,0.16136109828948975,0.0021386444568634033
P4,43,full,0.0,0,,legacy_v33_deterministic_feature_mask,17090,0.9139847864248098,0.9159067479502051,0.7828629614514736,0.7830316281785202,0.06510682615221002,0.1450236439704895,0.9139847864248098,0.0,0.9159067479502051,0.0,0.7828629614514736,0.0,0.7830316281785202,0.0,0.06510682615221002,0.0,0.1450236439704895,0.0
P4,43,random_10,0.1,22,334431,legacy_v33_deterministic_feature_mask,17090,0.91193680514921,0.9137688753407885,0.7710863466910093,0.7713437932306041,0.0638916814925379,0.1463710218667984,0.9139847864248098,-0.0020479812755997973,0.9159067479502051,-0.002137872609416558,0.7828629614514736,-0.011776614760464321,0.7830316281785202,-0.011687834947916143,0.06510682615221002,-0.00121514465967211,0.1450236439704895,0.001347377896308899
P4,43,random_30,0.3,67,334433,legacy_v33_deterministic_feature_mask,17090,0.9080163838502048,0.908228692316943,0.7616807276753392,0.7598418822262529,0.07219047361015923,0.158085435628891,0.9139847864248098,-0.0059684025746050695,0.9159067479502051,-0.007678055633262071,0.7828629614514736,-0.021182233776134374,0.7830316281785202,-0.023189745952267304,0.06510682615221002,0.007083647457949219,0.1450236439704895,0.01306179165840149
P4,43,random_50,0.5,112,334435,legacy_v33_deterministic_feature_mask,17090,0.9051492100643651,0.9059643691289541,0.7532113858101847,0.7554165343694245,0.07790863352640812,0.16113252937793732,0.9139847864248098,-0.008835576360444741,0.9159067479502051,-0.009942378821251041,0.7828629614514736,-0.029651575641288952,0.7830316281785202,-0.02761509380909577,0.06510682615221002,0.012801807374198101,0.1450236439704895,0.016108885407447815
P4,43,random_70,0.7,157,334437,legacy_v33_deterministic_feature_mask,17090,0.8960210649502633,0.8967651287869397,0.7347500235293012,0.7384277034077079,0.07335962339616645,0.17323808372020721,0.9139847864248098,-0.0179637214745465,0.9159067479502051,-0.0191416191632654,0.7828629614514736,-0.048112937922172416,0.7830316281785202,-0.04460392477081232,0.06510682615221002,0.00825279724395643,0.1450236439704895,0.028214439749717712
P4,43,marker_memory,,6,,legacy_v33_deterministic_feature_mask,17090,0.9097717963721474,0.9118093915940026,0.7727397668779252,0.7812772554428922,0.0681528241065701,0.1507977396249771,0.9139847864248098,-0.004212990052662402,0.9159067479502051,-0.004097356356202453,0.7828629614514736,-0.010123194573548377,0.7830316281785202,-0.0017543727356280625,0.06510682615221002,0.0030459979543600857,0.1450236439704895,0.00577409565448761
P4,43,marker_tcell,,15,,legacy_v33_deterministic_feature_mask,17090,0.9105324751316559,0.9123869800258935,0.7637217207090775,0.7728184388038468,0.07457678514031933,0.15410733222961426,0.9139847864248098,-0.0034523112931539313,0.9159067479502051,-0.003519767924311634,0.7828629614514736,-0.019141240742396093,0.7830316281785202,-0.010213189374673415,0.06510682615221002,0.009469958988109317,0.1450236439704895,0.009083688259124756
P4,43,rna_only,1.0,224,,legacy_v33_deterministic_feature_mask,17090,0.8889994148624927,0.8903606447576901,0.7310425368224938,0.7360114002481155,0.129321446875083,0.19441498816013336,0.9139847864248098,-0.02498537156231717,0.9159067479502051,-0.025546103192515046,0.7828629614514736,-0.051820424628979844,0.7830316281785202,-0.04702022793040472,0.06510682615221002,0.064214620722873,0.1450236439704895,0.04939134418964386
P4,43,random_size_matched_6,0.026785714285714284,6,824431,random_feature_name_only_size_matched_to_targeted_mask,17090,0.9144528964306612,0.9162360748372426,0.781643914025917,0.7802818829987405,0.06437487513690124,0.1451006531715393,0.9139847864248098,0.000468110005851341,0.9159067479502051,0.00032932688703746216,0.7828629614514736,-0.001219047425556563,0.7830316281785202,-0.0027497451797797723,0.06510682615221002,-0.0007319510153087766,0.1450236439704895,7.700920104980469e-05
P4,43,random_size_matched_15,0.06696428571428571,15,824432,random_feature_name_only_size_matched_to_targeted_mask,17090,0.9131070801638385,0.9147814569690286,0.7806452443723183,0.7820242715476265,0.06497478672527233,0.14721965789794922,0.9139847864248098,-0.0008777062609713893,0.9159067479502051,-0.00112529098117653,0.7828629614514736,-0.0022177170791553014,0.7830316281785202,-0.0010073566308936854,0.06510682615221002,-0.00013203942693768012,0.1450236439704895,0.002196013927459717
P5,41,full,0.0,0,,legacy_v33_deterministic_feature_mask,21811,0.914997019852368,0.9152046901090144,0.8331664537456858,0.8409689811490043,0.0778615516741318,0.13994361460208893,0.914997019852368,0.0,0.9152046901090144,0.0,0.8331664537456858,0.0,0.8409689811490043,0.0,0.0778615516741318,0.0,0.13994361460208893,0.0
P5,41,random_10,0.1,22,335411,legacy_v33_deterministic_feature_mask,21811,0.9155013525285406,0.91544849704372,0.8283465940685883,0.8403811746809235,0.08526415651304006,0.14192406833171844,0.914997019852368,0.0005043326761725586,0.9152046901090144,0.00024380693470560377,0.8331664537456858,-0.004819859677097416,0.8409689811490043,-0.0005878064680807649,0.0778615516741318,0.007402604838908269,0.13994361460208893,0.0019804537296295166
P5,41,random_30,0.3,67,335413,legacy_v33_deterministic_feature_mask,21811,0.9021594608225207,0.9023150290408907,0.7973266675219258,0.8099124142055125,0.08700813980576073,0.1592000126838684,0.914997019852368,-0.01283755902984729,0.9152046901090144,-0.012889661068123726,0.8331664537456858,-0.03583978622375994,0.8409689811490043,-0.031056566943491792,0.0778615516741318,0.009146588131628941,0.13994361460208893,0.01925639808177948
P5,41,random_50,0.5,112,335415,legacy_v33_deterministic_feature_mask,21811,0.9072944844344597,0.9078943117712451,0.8092668655154939,0.8242105063648858,0.0937147750479719,0.15536801517009735,0.914997019852368,-0.007702535417908329,0.9152046901090144,-0.007310378337769263,0.8331664537456858,-0.023899588230191893,0.8409689811490043,-0.016758474784118516,0.0778615516741318,0.01585322337384011,0.13994361460208893,0.015424400568008423
P5,41,random_70,0.7,157,335417,legacy_v33_deterministic_feature_mask,21811,0.9055522442804089,0.905760223883173,0.8100493804940831,0.8172932197153746,0.09633274494550902,0.15834547579288483,0.914997019852368,-0.009444775571959108,0.9152046901090144,-0.009444466225841386,0.8331664537456858,-0.023117073251602616,0.8409689811490043,-0.023675761433629705,0.0778615516741318,0.018471193271377223,0.13994361460208893,0.0184018611907959
P5,41,marker_memory,,6,,legacy_v33_deterministic_feature_mask,21811,0.9133464765485305,0.9136850049321736,0.8284223205856435,0.8387178404480907,0.08393637399725441,0.14281518757343292,0.914997019852368,-0.001650543303837515,0.9152046901090144,-0.001519685176840757,0.8331664537456858,-0.0047441331600422965,0.8409689811490043,-0.0022511407009135898,0.0778615516741318,0.0060748223231226195,0.13994361460208893,0.002871572971343994
P5,41,marker_tcell,,15,,legacy_v33_deterministic_feature_mask,21811,0.9053230021548759,0.9059899725528981,0.812928372117343,0.8304932328488551,0.0876993670093571,0.15605251491069794,0.914997019852368,-0.009674017697492099,0.9152046901090144,-0.009214717556116248,0.8331664537456858,-0.02023808162834273,0.8409689811490043,-0.01047574830014919,0.0778615516741318,0.009837815335225306,0.13994361460208893,0.01610890030860901
P5,41,rna_only,1.0,224,,legacy_v33_deterministic_feature_mask,21811,0.8975287698867543,0.8992740324825671,0.7821817489521972,0.8008383845201136,0.11485277771038385,0.17257626354694366,0.914997019852368,-0.01746824996561369,0.9152046901090144,-0.015930657626447298,0.8331664537456858,-0.0509847047934886,0.8409689811490043,-0.040130596628890736,0.0778615516741318,0.03699122603625206,0.13994361460208893,0.032632648944854736
P5,41,random_size_matched_6,0.026785714285714284,6,825411,random_feature_name_only_size_matched_to_targeted_mask,21811,0.9137591123744899,0.9140051010155272,0.8321423381514161,0.8402324694794364,0.07792561063302562,0.1416068822145462,0.914997019852368,-0.0012379074778781085,0.9152046901090144,-0.0011995890934871634,0.8331664537456858,-0.0010241155942696256,0.8409689811490043,-0.0007365116695678964,0.0778615516741318,6.405895889383117e-05,0.13994361460208893,0.0016632676124572754
P5,41,random_size_matched_15,0.06696428571428571,15,825412,random_feature_name_only_size_matched_to_targeted_mask,21811,0.911925175370226,0.9120109542187997,0.8310486444705376,0.8403087502919554,0.0759716321340216,0.14356277883052826,0.914997019852368,-0.0030718444821420388,0.9152046901090144,-0.003193735890214655,0.8331664537456858,-0.0021178092751481525,0.8409689811490043,-0.0006602308570489157,0.0778615516741318,-0.0018899195401101965,0.13994361460208893,0.003619164228439331
P5,42,full,0.0,0,,legacy_v33_deterministic_feature_mask,21811,0.9171977442574848,0.9178794523866678,0.8358065688222726,0.8440200835275453,0.07277584040948164,0.14141954481601715,0.9171977442574848,0.0,0.9178794523866678,0.0,0.8358065688222726,0.0,0.8440200835275453,0.0,0.07277584040948164,0.0,0.14141954481601715,0.0
