test_donor,seed,scenario,mask_fraction,n_masked_proteins,mask_seed,mask_source,n_test,accuracy,weighted_f1,macro_f1,balanced_accuracy,ece,brier,full_accuracy,delta_accuracy,full_weighted_f1,delta_weighted_f1,full_macro_f1,delta_macro_f1,full_balanced_accuracy,delta_balanced_accuracy,full_ece,delta_ece,full_brier,delta_brier
P2,41,marker_tcell,,15,,legacy_v33_deterministic_feature_mask,17205,0.8982853821563499,0.9001492441355505,0.7946978561583088,0.8204445399929385,0.08510075546746962,0.16554813086986542,0.9145015983725661,-0.01621621621621616,0.9145045541527477,-0.014355310017197143,0.82503439522081,-0.030336539062501222,0.8335119825368792,-0.013067442543940655,0.07369091757176681,0.01140983789570281,0.13914898037910461,0.026399150490760803
P2,41,rna_only,1.0,224,,legacy_v33_deterministic_feature_mask,17205,0.8881139203719849,0.88933321191536,0.7681223739131539,0.7844205908243526,0.1361274815673608,0.19388987123966217,0.9145015983725661,-0.026387678000581172,0.9145045541527477,-0.025171342237387706,0.82503439522081,-0.05691202130765616,0.8335119825368792,-0.04909139171252663,0.07369091757176681,0.06243656399559398,0.13914898037910461,0.054740890860557556
P2,41,random_size_matched_6,0.026785714285714284,6,822411,random_feature_name_only_size_matched_to_targeted_mask,17205,0.9134553908747457,0.9136620647800231,0.8246874072666244,0.8324310305823377,0.07408824953635186,0.13998515903949738,0.9145015983725661,-0.0010462074978203617,0.9145045541527477,-0.0008424893727245752,0.82503439522081,-0.0003469879541856402,0.8335119825368792,-0.001080951954541498,0.07369091757176681,0.0003973319645850515,0.13914898037910461,0.0008361786603927612
P2,41,random_size_matched_15,0.06696428571428571,15,822412,random_feature_name_only_size_matched_to_targeted_mask,17205,0.9122929380993897,0.9126886948000142,0.8231804159797377,0.8326108215584407,0.07481437221026564,0.14359888434410095,0.9145015983725661,-0.002208660273176344,0.9145045541527477,-0.0018158593527334288,0.82503439522081,-0.0018539792410723344,0.8335119825368792,-0.0009011609784385088,0.07369091757176681,0.001123454638498833,0.13914898037910461,0.004449903964996338
P2,42,full,0.0,0,,legacy_v33_deterministic_feature_mask,17205,0.9118279569892473,0.9103116021506772,0.8144028425311443,0.8273560895353388,0.06067552329608087,0.1426803171634674,0.9118279569892473,0.0,0.9103116021506772,0.0,0.8144028425311443,0.0,0.8273560895353388,0.0,0.06067552329608087,0.0,0.1426803171634674,0.0
P2,42,random_10,0.1,22,332421,legacy_v33_deterministic_feature_mask,17205,0.9108398721301947,0.9093694642482347,0.8109621833120059,0.8230401015761654,0.06239365431778099,0.14370253682136536,0.9118279569892473,-0.0009880848590526625,0.9103116021506772,-0.0009421379024424636,0.8144028425311443,-0.0034406592191383867,0.8273560895353388,-0.0043159879591734285,0.06067552329608087,0.0017181310217001186,0.1426803171634674,0.0010222196578979492
P2,42,random_30,0.3,67,332423,legacy_v33_deterministic_feature_mask,17205,0.9034001743679163,0.9026872259206837,0.8019818281591897,0.8149491181368744,0.06930628767265756,0.15681058168411255,0.9118279569892473,-0.008427782621331037,0.9103116021506772,-0.007624376229993457,0.8144028425311443,-0.01242101437195453,0.8273560895353388,-0.012406971398464361,0.06067552329608087,0.008630764376576693,0.1426803171634674,0.014130264520645142
P2,42,random_50,0.5,112,332425,legacy_v33_deterministic_feature_mask,17205,0.9002615518744551,0.8992358733236073,0.7879737657639264,0.8072766224996563,0.07285264811086917,0.16268305480480194,0.9118279569892473,-0.011566405114792233,0.9103116021506772,-0.011075728827069864,0.8144028425311443,-0.02642907676721784,0.8273560895353388,-0.02007946703568253,0.06067552329608087,0.012177124814788297,0.1426803171634674,0.020002737641334534
P2,42,random_70,0.7,157,332427,legacy_v33_deterministic_feature_mask,17205,0.8915431560592851,0.8908722453182396,0.7693395352038168,0.7937276813966283,0.07959671256951696,0.1770118921995163,0.9118279569892473,-0.02028480092996221,0.9103116021506772,-0.019439356832437582,0.8144028425311443,-0.04506330732732744,0.8273560895353388,-0.033628408138710486,0.06067552329608087,0.01892118927343609,0.1426803171634674,0.03433157503604889
P2,42,marker_memory,,6,,legacy_v33_deterministic_feature_mask,17205,0.9085149665794827,0.9070157730962888,0.8107260257063792,0.8225588467294748,0.0642683830134954,0.14870597422122955,0.9118279569892473,-0.0033129904097646268,0.9103116021506772,-0.0032958290543884106,0.8144028425311443,-0.0036768168247650612,0.8273560895353388,-0.0047972428058640215,0.06067552329608087,0.0035928597174145274,0.1426803171634674,0.006025657057762146
