test_donor,seed,scenario,class_label,f1,recall,support
P1,41,random_30,CD8 TEM_5,0.8297101449275361,0.731629392971246,313
P1,41,random_30,CD8 TEM_6,0.7789473684210527,0.7254901960784313,51
P1,41,random_30,Doublet,0.5714285714285715,0.45544554455445546,101
P1,41,random_30,Eryth,0.9411764705882353,1.0,24
P1,41,random_30,HSPC,0.9866071428571428,0.9954954954954955,222
P1,41,random_30,ILC,1.0,1.0,5
P1,41,random_30,MAIT,0.8444444444444444,0.8837209302325582,43
P1,41,random_30,NK Proliferating,0.842857142857143,0.7662337662337663,77
P1,41,random_30,NK_1,0.8757396449704142,0.9507494646680942,467
P1,41,random_30,NK_2,0.9055118110236221,0.8659638554216867,664
P1,41,random_30,NK_3,0.5777777777777777,0.4968152866242038,157
P1,41,random_30,NK_4,0.7482014388489208,0.8062015503875969,129
P1,41,random_30,NK_CD56bright,0.8522727272727273,0.78125,96
P1,41,random_30,Plasma,0.9724770642201834,0.9814814814814815,54
P1,41,random_30,Plasmablast,0.8571428571428571,0.75,8
P1,41,random_30,Platelet,0.9298892988929889,0.9064748201438849,139
P1,41,random_30,Treg Memory,0.7978910369068541,0.8284671532846716,274
P1,41,random_30,Treg Naive,0.7117296222664015,0.6047297297297297,296
P1,41,random_30,cDC1,0.9767441860465117,1.0,21
P1,41,random_30,cDC2_1,0.656934306569343,0.703125,64
P1,41,random_30,cDC2_2,0.9287598944591029,0.9617486338797814,183
P1,41,random_30,dnT_1,0.64,0.5333333333333333,30
P1,41,random_30,dnT_2,0.9714285714285714,1.0,34
P1,41,random_30,gdT_1,0.7741935483870968,0.631578947368421,19
P1,41,random_30,gdT_2,0.0,0.0,2
P1,41,random_30,gdT_3,0.9212121212121213,0.926829268292683,82
P1,41,random_30,gdT_4,0.6382978723404256,0.5769230769230769,26
P1,41,random_30,pDC,0.9824561403508771,0.9824561403508771,57
P1,41,random_50,ASDC_mDC,0.888888888888889,1.0,4
P1,41,random_50,ASDC_pDC,0.5714285714285715,0.4,5
P1,41,random_50,B intermediate kappa,0.7941176470588235,0.84375,32
P1,41,random_50,B intermediate lambda,0.7619047619047618,0.6530612244897959,49
P1,41,random_50,B memory kappa,0.8679245283018868,0.9452054794520548,73
P1,41,random_50,B memory lambda,0.8712871287128714,0.8627450980392157,51
P1,41,random_50,B naive kappa,0.8861646234676007,0.8694158075601375,291
P1,41,random_50,B naive lambda,0.8454258675078865,0.8535031847133758,157
P1,41,random_50,CD14 Mono,0.9820118343195267,0.9757761053621825,4252
P1,41,random_50,CD16 Mono,0.930802204531537,0.9693877551020408,784
P1,41,random_50,CD4 CTL,0.9385245901639344,0.899803536345776,509
P1,41,random_50,CD4 Naive,0.9510825982357659,0.9495596477181746,2498
P1,41,random_50,CD4 Proliferating,0.8780487804878048,0.8571428571428571,21
P1,41,random_50,CD4 TCM_1,0.8611609814482346,0.8849938499384994,1626
P1,41,random_50,CD4 TCM_2,0.675,0.6666666666666666,81
P1,41,random_50,CD4 TCM_3,0.8049620951068228,0.8179271708683473,714
P1,41,random_50,CD4 TEM_1,0.7347931873479319,0.6565217391304348,230
P1,41,random_50,CD4 TEM_2,0.6703296703296703,0.7721518987341772,79
P1,41,random_50,CD4 TEM_3,0.5677419354838709,0.5116279069767442,172
P1,41,random_50,CD8 Naive,0.9778325123152709,0.9698697068403909,1228
P1,41,random_50,CD8 Naive_2,0.5116279069767442,0.6111111111111112,18
P1,41,random_50,CD8 Proliferating,0.4186046511627907,0.5625,16
P1,41,random_50,CD8 TCM_1,0.5047923322683706,0.632,125
P1,41,random_50,CD8 TCM_2,0.6976744186046512,0.8333333333333334,72
P1,41,random_50,CD8 TCM_3,0.5977859778597786,0.43315508021390375,187
P1,41,random_50,CD8 TEM_1,0.900596421471173,0.9263803680981595,489
P1,41,random_50,CD8 TEM_2,0.7871720116618076,0.7758620689655172,174
P1,41,random_50,CD8 TEM_3,0.5174825174825175,0.8043478260869565,46
P1,41,random_50,CD8 TEM_4,0.8705673758865248,0.9552529182879378,514
P1,41,random_50,CD8 TEM_5,0.8286713286713286,0.7571884984025559,313
P1,41,random_50,CD8 TEM_6,0.7526881720430109,0.6862745098039216,51
P1,41,random_50,Doublet,0.6630434782608696,0.6039603960396039,101
P1,41,random_50,Eryth,0.9411764705882353,1.0,24
P1,41,random_50,HSPC,0.988814317673378,0.9954954954954955,222
P1,41,random_50,ILC,1.0,1.0,5
P1,41,random_50,MAIT,0.8470588235294119,0.8372093023255814,43
P1,41,random_50,NK Proliferating,0.851063829787234,0.7792207792207793,77
P1,41,random_50,NK_1,0.8674443266171791,0.8758029978586723,467
P1,41,random_50,NK_2,0.9118347895154885,0.8644578313253012,664
P1,41,random_50,NK_3,0.5804195804195804,0.5286624203821656,157
P1,41,random_50,NK_4,0.7378640776699028,0.8837209302325582,129
P1,41,random_50,NK_CD56bright,0.840909090909091,0.7708333333333334,96
P1,41,random_50,Plasma,0.9818181818181818,1.0,54
P1,41,random_50,Plasmablast,0.8571428571428571,0.75,8
P1,41,random_50,Platelet,0.9264705882352942,0.9064748201438849,139
P1,41,random_50,Treg Memory,0.7808,0.8905109489051095,274
P1,41,random_50,Treg Naive,0.7290448343079922,0.6317567567567568,296
P1,41,random_50,cDC1,1.0,1.0,21
P1,41,random_50,cDC2_1,0.6417910447761194,0.671875,64
P1,41,random_50,cDC2_2,0.9491525423728813,0.9180327868852459,183
P1,41,random_50,dnT_1,0.6153846153846153,0.5333333333333333,30
P1,41,random_50,dnT_2,0.9565217391304348,0.9705882352941176,34
P1,41,random_50,gdT_1,0.9142857142857143,0.8421052631578947,19
P1,41,random_50,gdT_2,0.0,0.0,2
P1,41,random_50,gdT_3,0.9125,0.8902439024390244,82
P1,41,random_50,gdT_4,0.4727272727272727,0.5,26
P1,41,random_50,pDC,0.9739130434782608,0.9824561403508771,57
P1,41,random_70,ASDC_mDC,0.8,1.0,4
P1,41,random_70,ASDC_pDC,0.33333333333333337,0.2,5
P1,41,random_70,B intermediate kappa,0.7272727272727272,0.75,32
P1,41,random_70,B intermediate lambda,0.7529411764705882,0.6530612244897959,49
P1,41,random_70,B memory kappa,0.8875,0.9726027397260274,73
P1,41,random_70,B memory lambda,0.8867924528301887,0.9215686274509803,51
P1,41,random_70,B naive kappa,0.8765652951699463,0.8419243986254296,291
P1,41,random_70,B naive lambda,0.836923076923077,0.8662420382165605,157
P1,41,random_70,CD14 Mono,0.9805825242718446,0.9738946378174976,4252
P1,41,random_70,CD16 Mono,0.9247706422018348,0.9642857142857143,784
P1,41,random_70,CD4 CTL,0.9631106679960119,0.9489194499017681,509
P1,41,random_70,CD4 Naive,0.9360282574568288,0.9547638110488391,2498
P1,41,random_70,CD4 Proliferating,0.8717948717948718,0.8095238095238095,21
P1,41,random_70,CD4 TCM_1,0.8519940915805022,0.8868388683886839,1626
P1,41,random_70,CD4 TCM_2,0.6486486486486487,0.5925925925925926,81
P1,41,random_70,CD4 TCM_3,0.790443686006826,0.8109243697478992,714
P1,41,random_70,CD4 TEM_1,0.7212276214833759,0.6130434782608696,230
P1,41,random_70,CD4 TEM_2,0.6708860759493671,0.6708860759493671,79
P1,41,random_70,CD4 TEM_3,0.5259938837920489,0.5,172
P1,41,random_70,CD8 Naive,0.9557894736842106,0.9242671009771987,1228
P1,41,random_70,CD8 Naive_2,0.4761904761904762,0.5555555555555556,18
P1,41,random_70,CD8 Proliferating,0.5128205128205128,0.625,16
P1,41,random_70,CD8 TCM_1,0.587719298245614,0.536,125
P1,41,random_70,CD8 TCM_2,0.6575342465753425,0.6666666666666666,72
P1,41,random_70,CD8 TCM_3,0.8829787234042554,0.8877005347593583,187
P1,41,random_70,CD8 TEM_1,0.8944618599791014,0.8752556237218814,489
P1,41,random_70,CD8 TEM_2,0.7730061349693252,0.7241379310344828,174
P1,41,random_70,CD8 TEM_3,0.55,0.717391304347826,46
P1,41,random_70,CD8 TEM_4,0.8901098901098901,0.9455252918287937,514
P1,41,random_70,CD8 TEM_5,0.82842287694974,0.7635782747603834,313
P1,41,random_70,CD8 TEM_6,0.7415730337078651,0.6470588235294118,51
P1,41,random_70,Doublet,0.6742857142857143,0.5841584158415841,101
P1,41,random_70,Eryth,0.9387755102040817,0.9583333333333334,24
P1,41,random_70,HSPC,0.9910313901345291,0.9954954954954955,222
P1,41,random_70,ILC,1.0,1.0,5
P1,41,random_70,MAIT,0.8735632183908046,0.8837209302325582,43
P1,41,random_70,NK Proliferating,0.8827586206896552,0.8311688311688312,77
P1,41,random_70,NK_1,0.8560677328316086,0.974304068522484,467
P1,41,random_70,NK_2,0.8983186549239391,0.8448795180722891,664
P1,41,random_70,NK_3,0.5114503816793893,0.4267515923566879,157
P1,41,random_70,NK_4,0.7418181818181818,0.7906976744186046,129
P1,41,random_70,NK_CD56bright,0.870967741935484,0.84375,96
P1,41,random_70,Plasma,0.9818181818181818,1.0,54
P1,41,random_70,Plasmablast,0.8571428571428571,0.75,8
P1,41,random_70,Platelet,0.9169675090252708,0.9136690647482014,139
P1,41,random_70,Treg Memory,0.7993197278911564,0.8576642335766423,274
P1,41,random_70,Treg Naive,0.6986027944111777,0.5912162162162162,296
P1,41,random_70,cDC1,1.0,1.0,21
P1,41,random_70,cDC2_1,0.6616541353383458,0.6875,64
P1,41,random_70,cDC2_2,0.9408450704225353,0.912568306010929,183
P1,41,random_70,dnT_1,0.509090909090909,0.4666666666666667,30
P1,41,random_70,dnT_2,0.9315068493150686,1.0,34
P1,41,random_70,gdT_1,0.7692307692307692,0.7894736842105263,19
P1,41,random_70,gdT_2,0.0,0.0,2
P1,41,random_70,gdT_3,0.8826815642458101,0.9634146341463414,82
P1,41,random_70,gdT_4,0.6296296296296297,0.6538461538461539,26
P1,41,random_70,pDC,0.9739130434782608,0.9824561403508771,57
P1,41,marker_memory,ASDC_mDC,0.888888888888889,1.0,4
P1,41,marker_memory,ASDC_pDC,0.5714285714285715,0.4,5
P1,41,marker_memory,B intermediate kappa,0.8484848484848485,0.875,32
P1,41,marker_memory,B intermediate lambda,0.7228915662650602,0.6122448979591837,49
P1,41,marker_memory,B memory kappa,0.9387755102040816,0.9452054794520548,73
P1,41,marker_memory,B memory lambda,0.9038461538461539,0.9215686274509803,51
P1,41,marker_memory,B naive kappa,0.9290540540540541,0.9450171821305842,291
P1,41,marker_memory,B naive lambda,0.8698412698412699,0.8726114649681529,157
P1,41,marker_memory,CD14 Mono,0.9813295278867881,0.9703668861712136,4252
P1,41,marker_memory,CD16 Mono,0.9221484610742305,0.9744897959183674,784
P1,41,marker_memory,CD4 CTL,0.96875,0.9744597249508841,509
P1,41,marker_memory,CD4 Naive,0.9536450079239303,0.9635708566853483,2498
P1,41,marker_memory,CD4 Proliferating,0.9,0.8571428571428571,21
P1,41,marker_memory,CD4 TCM_1,0.8633093525179856,0.8856088560885609,1626
P1,41,marker_memory,CD4 TCM_2,0.7251461988304092,0.7654320987654321,81
P1,41,marker_memory,CD4 TCM_3,0.8263045032165832,0.8095238095238095,714
P1,41,marker_memory,CD4 TEM_1,0.7660668380462725,0.6478260869565218,230
P1,41,marker_memory,CD4 TEM_2,0.7152317880794701,0.6835443037974683,79
P1,41,marker_memory,CD4 TEM_3,0.6780626780626781,0.6918604651162791,172
P1,41,marker_memory,CD8 Naive,0.9820261437908496,0.9788273615635179,1228
P1,41,marker_memory,CD8 Naive_2,0.5581395348837209,0.6666666666666666,18
P1,41,marker_memory,CD8 Proliferating,0.48780487804878053,0.625,16
P1,41,marker_memory,CD8 TCM_1,0.5919282511210762,0.528,125
P1,41,marker_memory,CD8 TCM_2,0.7215189873417721,0.7916666666666666,72
P1,41,marker_memory,CD8 TCM_3,0.9047619047619048,0.9144385026737968,187
P1,41,marker_memory,CD8 TEM_1,0.9050632911392406,0.8773006134969326,489
P1,41,marker_memory,CD8 TEM_2,0.807909604519774,0.8218390804597702,174
P1,41,marker_memory,CD8 TEM_3,0.6016260162601625,0.8043478260869565,46
P1,41,marker_memory,CD8 TEM_4,0.897737556561086,0.9649805447470817,514
P1,41,marker_memory,CD8 TEM_5,0.8606271777003484,0.7891373801916933,313
P1,41,marker_memory,CD8 TEM_6,0.782608695652174,0.7058823529411765,51
P1,41,marker_memory,Doublet,0.7135135135135134,0.6534653465346535,101
P1,41,marker_memory,Eryth,0.9411764705882353,1.0,24
P1,41,marker_memory,HSPC,0.9844097995545658,0.9954954954954955,222
P1,41,marker_memory,ILC,1.0,1.0,5
P1,41,marker_memory,MAIT,0.9047619047619047,0.8837209302325582,43
P1,41,marker_memory,NK Proliferating,0.8732394366197184,0.8051948051948052,77
P1,41,marker_memory,NK_1,0.9036144578313253,0.9635974304068522,467
P1,41,marker_memory,NK_2,0.9146436961628817,0.8795180722891566,664
P1,41,marker_memory,NK_3,0.6180555555555556,0.5668789808917197,157
P1,41,marker_memory,NK_4,0.7686832740213524,0.8372093023255814,129
P1,41,marker_memory,NK_CD56bright,0.8791208791208791,0.8333333333333334,96
P1,41,marker_memory,Plasma,0.9818181818181818,1.0,54
P1,41,marker_memory,Plasmablast,0.8571428571428571,0.75,8
P1,41,marker_memory,Platelet,0.937269372693727,0.9136690647482014,139
P1,41,marker_memory,Treg Memory,0.8056042031523643,0.8394160583941606,274
P1,41,marker_memory,Treg Naive,0.7537878787878787,0.6722972972972973,296
P1,41,marker_memory,cDC1,0.9767441860465117,1.0,21
P1,41,marker_memory,cDC2_1,0.6521739130434783,0.703125,64
P1,41,marker_memory,cDC2_2,0.9398907103825137,0.9398907103825137,183
P1,41,marker_memory,dnT_1,0.6785714285714285,0.6333333333333333,30
P1,41,marker_memory,dnT_2,0.9393939393939394,0.9117647058823529,34
P1,41,marker_memory,gdT_1,0.9230769230769231,0.9473684210526315,19
P1,41,marker_memory,gdT_2,0.0,0.0,2
P1,41,marker_memory,gdT_3,0.9390243902439024,0.9390243902439024,82
P1,41,marker_memory,gdT_4,0.7777777777777779,0.8076923076923077,26
P1,41,marker_memory,pDC,0.9824561403508771,0.9824561403508771,57
P1,41,marker_tcell,ASDC_mDC,0.888888888888889,1.0,4
P1,41,marker_tcell,ASDC_pDC,0.5714285714285715,0.4,5
P1,41,marker_tcell,B intermediate kappa,0.8484848484848485,0.875,32
P1,41,marker_tcell,B intermediate lambda,0.7228915662650602,0.6122448979591837,49
P1,41,marker_tcell,B memory kappa,0.9387755102040816,0.9452054794520548,73
P1,41,marker_tcell,B memory lambda,0.8952380952380952,0.9215686274509803,51
P1,41,marker_tcell,B naive kappa,0.9259259259259259,0.9450171821305842,291
P1,41,marker_tcell,B naive lambda,0.8681672025723473,0.8598726114649682,157
P1,41,marker_tcell,CD14 Mono,0.982051586829906,0.9715428033866416,4252
P1,41,marker_tcell,CD16 Mono,0.9221484610742305,0.9744897959183674,784
P1,41,marker_tcell,CD4 CTL,0.9327817993795243,0.8860510805500982,509
P1,41,marker_tcell,CD4 Naive,0.9494787489975942,0.9479583666933546,2498
P1,41,marker_tcell,CD4 Proliferating,0.8780487804878048,0.8571428571428571,21
P1,41,marker_tcell,CD4 TCM_1,0.8644424406372107,0.8843788437884379,1626
P1,41,marker_tcell,CD4 TCM_2,0.7134502923976608,0.7530864197530864,81
P1,41,marker_tcell,CD4 TCM_3,0.8332207967589467,0.8641456582633054,714
P1,41,marker_tcell,CD4 TEM_1,0.7439613526570048,0.6695652173913044,230
P1,41,marker_tcell,CD4 TEM_2,0.7088607594936709,0.7088607594936709,79
P1,41,marker_tcell,CD4 TEM_3,0.672316384180791,0.6918604651162791,172
P1,41,marker_tcell,CD8 Naive,0.9632107023411371,0.9381107491856677,1228
P1,41,marker_tcell,CD8 Naive_2,0.5,0.5555555555555556,18
P1,41,marker_tcell,CD8 Proliferating,0.5263157894736842,0.625,16
P1,41,marker_tcell,CD8 TCM_1,0.586046511627907,0.504,125
P1,41,marker_tcell,CD8 TCM_2,0.6549707602339181,0.7777777777777778,72
P1,41,marker_tcell,CD8 TCM_3,0.9033942558746736,0.9251336898395722,187
P1,41,marker_tcell,CD8 TEM_1,0.9026915113871635,0.8916155419222904,489
P1,41,marker_tcell,CD8 TEM_2,0.7975077881619937,0.735632183908046,174
P1,41,marker_tcell,CD8 TEM_3,0.5691056910569106,0.7608695652173914,46
P1,41,marker_tcell,CD8 TEM_4,0.8977695167286245,0.9396887159533074,514
P1,41,marker_tcell,CD8 TEM_5,0.7935943060498222,0.7124600638977636,313
P1,41,marker_tcell,CD8 TEM_6,0.735632183908046,0.6274509803921569,51
P1,41,marker_tcell,Doublet,0.718232044198895,0.6435643564356436,101
P1,41,marker_tcell,Eryth,0.923076923076923,1.0,24
P1,41,marker_tcell,HSPC,0.9844097995545658,0.9954954954954955,222
P1,41,marker_tcell,ILC,1.0,1.0,5
P1,41,marker_tcell,MAIT,0.7692307692307692,0.9302325581395349,43
P1,41,marker_tcell,NK Proliferating,0.8827586206896552,0.8311688311688312,77
P1,41,marker_tcell,NK_1,0.8754863813229572,0.9635974304068522,467
P1,41,marker_tcell,NK_2,0.9073634204275534,0.8629518072289156,664
P1,41,marker_tcell,NK_3,0.5980707395498391,0.5923566878980892,157
P1,41,marker_tcell,NK_4,0.7608695652173914,0.813953488372093,129
P1,41,marker_tcell,NK_CD56bright,0.8695652173913043,0.8333333333333334,96
P1,41,marker_tcell,Plasma,0.9814814814814815,0.9814814814814815,54
P1,41,marker_tcell,Plasmablast,0.9333333333333333,0.875,8
P1,41,marker_tcell,Platelet,0.9304029304029303,0.9136690647482014,139
P1,41,marker_tcell,Treg Memory,0.8046744574290485,0.8795620437956204,274
P1,41,marker_tcell,Treg Naive,0.7475915221579961,0.6554054054054054,296
P1,41,marker_tcell,cDC1,0.9545454545454545,1.0,21
P1,41,marker_tcell,cDC2_1,0.7092198581560283,0.78125,64
P1,41,marker_tcell,cDC2_2,0.95,0.9344262295081968,183
P1,41,marker_tcell,dnT_1,0.4810126582278481,0.6333333333333333,30
