test_donor,seed,scenario,class_label,f1,recall,support
P1,42,random_50,Plasma,0.9906542056074767,0.9814814814814815,54
P1,42,random_50,Plasmablast,0.9333333333333333,0.875,8
P1,42,random_50,Platelet,0.9247311827956989,0.9280575539568345,139
P1,42,random_50,Treg Memory,0.8071428571428572,0.8248175182481752,274
P1,42,random_50,Treg Naive,0.7161904761904762,0.6351351351351351,296
P1,42,random_50,cDC1,1.0,1.0,21
P1,42,random_50,cDC2_1,0.7079646017699115,0.625,64
P1,42,random_50,cDC2_2,0.9490616621983914,0.9672131147540983,183
P1,42,random_50,dnT_1,0.5185185185185186,0.4666666666666667,30
P1,42,random_50,dnT_2,0.825,0.9705882352941176,34
P1,42,random_50,gdT_1,0.7555555555555555,0.8947368421052632,19
P1,42,random_50,gdT_2,0.0,0.0,2
P1,42,random_50,gdT_3,0.9036144578313253,0.9146341463414634,82
P1,42,random_50,gdT_4,0.6666666666666666,0.6538461538461539,26
P1,42,random_50,pDC,0.9739130434782608,0.9824561403508771,57
P1,42,random_70,ASDC_mDC,0.888888888888889,1.0,4
P1,42,random_70,ASDC_pDC,0.5714285714285715,0.4,5
P1,42,random_70,B intermediate kappa,0.821917808219178,0.9375,32
P1,42,random_70,B intermediate lambda,0.8085106382978723,0.7755102040816326,49
P1,42,random_70,B memory kappa,0.89171974522293,0.958904109589041,73
P1,42,random_70,B memory lambda,0.9183673469387754,0.8823529411764706,51
P1,42,random_70,B naive kappa,0.8998242530755712,0.8797250859106529,291
P1,42,random_70,B naive lambda,0.829113924050633,0.8343949044585988,157
P1,42,random_70,CD14 Mono,0.9824561403508772,0.9811853245531514,4252
P1,42,random_70,CD16 Mono,0.905811623246493,0.8647959183673469,784
P1,42,random_70,CD4 CTL,0.9582929194956352,0.9705304518664047,509
P1,42,random_70,CD4 Naive,0.9305981595092024,0.9715772618094476,2498
P1,42,random_70,CD4 Proliferating,0.9130434782608696,1.0,21
P1,42,random_70,CD4 TCM_1,0.8421052631578947,0.8364083640836408,1626
P1,42,random_70,CD4 TCM_2,0.6740331491712707,0.7530864197530864,81
P1,42,random_70,CD4 TCM_3,0.8191176470588235,0.7801120448179272,714
P1,42,random_70,CD4 TEM_1,0.7861771058315334,0.7913043478260869,230
P1,42,random_70,CD4 TEM_2,0.5656565656565657,0.7088607594936709,79
P1,42,random_70,CD4 TEM_3,0.6570048309178744,0.7906976744186046,172
P1,42,random_70,CD8 Naive,0.9495120916419177,0.9112377850162866,1228
P1,42,random_70,CD8 Naive_2,0.49122807017543857,0.7777777777777778,18
P1,42,random_70,CD8 Proliferating,0.43478260869565216,0.3125,16
P1,42,random_70,CD8 TCM_1,0.5533596837944664,0.56,125
P1,42,random_70,CD8 TCM_2,0.608,0.5277777777777778,72
P1,42,random_70,CD8 TCM_3,0.8295454545454546,0.7807486631016043,187
P1,42,random_70,CD8 TEM_1,0.8189158016147635,0.7259713701431493,489
P1,42,random_70,CD8 TEM_2,0.8253968253968255,0.7471264367816092,174
P1,42,random_70,CD8 TEM_3,0.549618320610687,0.782608695652174,46
P1,42,random_70,CD8 TEM_4,0.8643478260869566,0.9669260700389105,514
P1,42,random_70,CD8 TEM_5,0.7145708582834331,0.5718849840255591,313
P1,42,random_70,CD8 TEM_6,0.7073170731707317,0.5686274509803921,51
P1,42,random_70,Doublet,0.588235294117647,0.7425742574257426,101
P1,42,random_70,Eryth,0.923076923076923,1.0,24
P1,42,random_70,HSPC,0.9865470852017937,0.990990990990991,222
P1,42,random_70,ILC,1.0,1.0,5
P1,42,random_70,MAIT,0.8043478260869564,0.8604651162790697,43
P1,42,random_70,NK Proliferating,0.8771929824561404,0.974025974025974,77
P1,42,random_70,NK_1,0.8366013071895425,0.9593147751605996,467
P1,42,random_70,NK_2,0.8269230769230768,0.7123493975903614,664
P1,42,random_70,NK_3,0.5572916666666666,0.6815286624203821,157
P1,42,random_70,NK_4,0.6637168141592921,0.5813953488372093,129
P1,42,random_70,NK_CD56bright,0.839622641509434,0.9270833333333334,96
P1,42,random_70,Plasma,0.9814814814814815,0.9814814814814815,54
P1,42,random_70,Plasmablast,0.9333333333333333,0.875,8
P1,42,random_70,Platelet,0.917562724014337,0.920863309352518,139
P1,42,random_70,Treg Memory,0.7971274685816876,0.8102189781021898,274
P1,42,random_70,Treg Naive,0.725897920604915,0.6486486486486487,296
P1,42,random_70,cDC1,0.9523809523809523,0.9523809523809523,21
P1,42,random_70,cDC2_1,0.6666666666666665,0.609375,64
P1,42,random_70,cDC2_2,0.9389920424403184,0.9672131147540983,183
P1,42,random_70,dnT_1,0.42553191489361697,0.3333333333333333,30
P1,42,random_70,dnT_2,0.8684210526315789,0.9705882352941176,34
P1,42,random_70,gdT_1,0.761904761904762,0.8421052631578947,19
P1,42,random_70,gdT_2,0.0,0.0,2
P1,42,random_70,gdT_3,0.8248587570621468,0.8902439024390244,82
P1,42,random_70,gdT_4,0.4444444444444444,0.38461538461538464,26
P1,42,random_70,pDC,0.9827586206896551,1.0,57
P1,42,marker_memory,ASDC_mDC,0.7272727272727273,1.0,4
P1,42,marker_memory,ASDC_pDC,0.7499999999999999,0.6,5
P1,42,marker_memory,B intermediate kappa,0.8656716417910447,0.90625,32
P1,42,marker_memory,B intermediate lambda,0.75,0.673469387755102,49
P1,42,marker_memory,B memory kappa,0.9251700680272108,0.9315068493150684,73
P1,42,marker_memory,B memory lambda,0.9090909090909091,0.8823529411764706,51
P1,42,marker_memory,B naive kappa,0.9246231155778893,0.9484536082474226,291
P1,42,marker_memory,B naive lambda,0.8524590163934427,0.8280254777070064,157
P1,42,marker_memory,CD14 Mono,0.9793777565860055,0.9661335841956726,4252
P1,42,marker_memory,CD16 Mono,0.9185185185185185,0.9489795918367347,784
P1,42,marker_memory,CD4 CTL,0.9596928982725528,0.9823182711198428,509
P1,42,marker_memory,CD4 Naive,0.9504050582888757,0.9627702161729383,2498
P1,42,marker_memory,CD4 Proliferating,0.9333333333333333,1.0,21
P1,42,marker_memory,CD4 TCM_1,0.8573216520650815,0.8425584255842559,1626
P1,42,marker_memory,CD4 TCM_2,0.7291666666666666,0.8641975308641975,81
P1,42,marker_memory,CD4 TCM_3,0.8467801628423391,0.8011204481792717,714
P1,42,marker_memory,CD4 TEM_1,0.8267898383371826,0.7782608695652173,230
P1,42,marker_memory,CD4 TEM_2,0.7515151515151515,0.7848101265822784,79
P1,42,marker_memory,CD4 TEM_3,0.7257617728531857,0.7616279069767442,172
P1,42,marker_memory,CD8 Naive,0.9819078947368421,0.9723127035830619,1228
P1,42,marker_memory,CD8 Naive_2,0.5333333333333333,0.8888888888888888,18
P1,42,marker_memory,CD8 Proliferating,0.56,0.4375,16
P1,42,marker_memory,CD8 TCM_1,0.6617100371747212,0.712,125
P1,42,marker_memory,CD8 TCM_2,0.7534246575342465,0.7638888888888888,72
P1,42,marker_memory,CD8 TCM_3,0.9251336898395722,0.9251336898395722,187
P1,42,marker_memory,CD8 TEM_1,0.8769230769230769,0.8159509202453987,489
P1,42,marker_memory,CD8 TEM_2,0.8200589970501475,0.7988505747126436,174
P1,42,marker_memory,CD8 TEM_3,0.5669291338582676,0.782608695652174,46
P1,42,marker_memory,CD8 TEM_4,0.8740359897172235,0.9922178988326849,514
P1,42,marker_memory,CD8 TEM_5,0.7650485436893203,0.6293929712460063,313
P1,42,marker_memory,CD8 TEM_6,0.7727272727272727,0.6666666666666666,51
P1,42,marker_memory,Doublet,0.7058823529411765,0.8316831683168316,101
P1,42,marker_memory,Eryth,0.923076923076923,1.0,24
P1,42,marker_memory,HSPC,0.988814317673378,0.9954954954954955,222
P1,42,marker_memory,ILC,1.0,1.0,5
P1,42,marker_memory,MAIT,0.9113924050632911,0.8372093023255814,43
P1,42,marker_memory,NK Proliferating,0.9135802469135802,0.961038961038961,77
P1,42,marker_memory,NK_1,0.8937007874015748,0.9721627408993576,467
P1,42,marker_memory,NK_2,0.8990228013029316,0.8313253012048193,664
P1,42,marker_memory,NK_3,0.6206896551724138,0.6305732484076433,157
P1,42,marker_memory,NK_4,0.7509578544061303,0.7596899224806202,129
P1,42,marker_memory,NK_CD56bright,0.8659793814432989,0.875,96
P1,42,marker_memory,Plasma,0.9814814814814815,0.9814814814814815,54
P1,42,marker_memory,Plasmablast,0.9333333333333333,0.875,8
P1,42,marker_memory,Platelet,0.9148936170212766,0.9280575539568345,139
P1,42,marker_memory,Treg Memory,0.8175438596491228,0.8503649635036497,274
P1,42,marker_memory,Treg Naive,0.7940199335548173,0.8074324324324325,296
P1,42,marker_memory,cDC1,0.9545454545454545,1.0,21
P1,42,marker_memory,cDC2_1,0.6554621848739497,0.609375,64
P1,42,marker_memory,cDC2_2,0.9340369393139841,0.9672131147540983,183
P1,42,marker_memory,dnT_1,0.5957446808510638,0.4666666666666667,30
P1,42,marker_memory,dnT_2,0.8607594936708861,1.0,34
P1,42,marker_memory,gdT_1,0.8636363636363636,1.0,19
P1,42,marker_memory,gdT_2,0.0,0.0,2
P1,42,marker_memory,gdT_3,0.9192546583850932,0.9024390243902439,82
P1,42,marker_memory,gdT_4,0.7333333333333334,0.8461538461538461,26
P1,42,marker_memory,pDC,0.9911504424778761,0.9824561403508771,57
P1,42,marker_tcell,ASDC_mDC,0.7272727272727273,1.0,4
P1,42,marker_tcell,ASDC_pDC,0.5714285714285715,0.4,5
P1,42,marker_tcell,B intermediate kappa,0.8529411764705882,0.90625,32
P1,42,marker_tcell,B intermediate lambda,0.7640449438202247,0.6938775510204082,49
P1,42,marker_tcell,B memory kappa,0.9324324324324323,0.9452054794520548,73
P1,42,marker_tcell,B memory lambda,0.9,0.8823529411764706,51
P1,42,marker_tcell,B naive kappa,0.9274873524451939,0.9450171821305842,291
P1,42,marker_tcell,B naive lambda,0.8562091503267973,0.8343949044585988,157
P1,42,marker_tcell,CD14 Mono,0.9776876267748479,0.963546566321731,4252
P1,42,marker_tcell,CD16 Mono,0.9187848729076257,0.9451530612244898,784
P1,42,marker_tcell,CD4 CTL,0.9420142421159715,0.9096267190569745,509
P1,42,marker_tcell,CD4 Naive,0.9505505505505505,0.9503602882305845,2498
P1,42,marker_tcell,CD4 Proliferating,0.8936170212765957,1.0,21
P1,42,marker_tcell,CD4 TCM_1,0.8641664040340372,0.8431734317343174,1626
P1,42,marker_tcell,CD4 TCM_2,0.7083333333333333,0.8395061728395061,81
P1,42,marker_tcell,CD4 TCM_3,0.8493333333333334,0.8921568627450981,714
P1,42,marker_tcell,CD4 TEM_1,0.7715517241379309,0.7782608695652173,230
P1,42,marker_tcell,CD4 TEM_2,0.6514285714285715,0.7215189873417721,79
P1,42,marker_tcell,CD4 TEM_3,0.6956521739130435,0.6976744186046512,172
P1,42,marker_tcell,CD8 Naive,0.9638958858102435,0.9348534201954397,1228
P1,42,marker_tcell,CD8 Naive_2,0.5084745762711864,0.8333333333333334,18
P1,42,marker_tcell,CD8 Proliferating,0.21052631578947367,0.125,16
P1,42,marker_tcell,CD8 TCM_1,0.611353711790393,0.56,125
P1,42,marker_tcell,CD8 TCM_2,0.7189542483660132,0.7638888888888888,72
P1,42,marker_tcell,CD8 TCM_3,0.8823529411764706,0.8823529411764706,187
P1,42,marker_tcell,CD8 TEM_1,0.8513966480446928,0.7791411042944786,489
P1,42,marker_tcell,CD8 TEM_2,0.8311688311688311,0.735632183908046,174
P1,42,marker_tcell,CD8 TEM_3,0.556390977443609,0.8043478260869565,46
P1,42,marker_tcell,CD8 TEM_4,0.8926961226330027,0.9630350194552529,514
P1,42,marker_tcell,CD8 TEM_5,0.6844262295081968,0.5335463258785943,313
P1,42,marker_tcell,CD8 TEM_6,0.6913580246913581,0.5490196078431373,51
P1,42,marker_tcell,Doublet,0.654275092936803,0.8712871287128713,101
P1,42,marker_tcell,Eryth,0.923076923076923,1.0,24
P1,42,marker_tcell,HSPC,0.988814317673378,0.9954954954954955,222
P1,42,marker_tcell,ILC,0.9090909090909091,1.0,5
P1,42,marker_tcell,MAIT,0.7387387387387387,0.9534883720930233,43
P1,42,marker_tcell,NK Proliferating,0.8786127167630057,0.987012987012987,77
P1,42,marker_tcell,NK_1,0.8444444444444444,0.9764453961456103,467
P1,42,marker_tcell,NK_2,0.8861386138613861,0.8087349397590361,664
P1,42,marker_tcell,NK_3,0.5977011494252873,0.6624203821656051,157
P1,42,marker_tcell,NK_4,0.7280000000000001,0.7054263565891473,129
P1,42,marker_tcell,NK_CD56bright,0.864321608040201,0.8958333333333334,96
P1,42,marker_tcell,Plasma,0.9814814814814815,0.9814814814814815,54
P1,42,marker_tcell,Plasmablast,0.9333333333333333,0.875,8
P1,42,marker_tcell,Platelet,0.920863309352518,0.920863309352518,139
P1,42,marker_tcell,Treg Memory,0.8094435075885329,0.8759124087591241,274
P1,42,marker_tcell,Treg Naive,0.7751677852348994,0.7804054054054054,296
P1,42,marker_tcell,cDC1,0.9545454545454545,1.0,21
P1,42,marker_tcell,cDC2_1,0.6126126126126127,0.53125,64
P1,42,marker_tcell,cDC2_2,0.9340369393139841,0.9672131147540983,183
P1,42,marker_tcell,dnT_1,0.4615384615384615,0.5,30
P1,42,marker_tcell,dnT_2,0.8095238095238095,1.0,34
P1,42,marker_tcell,gdT_1,0.7777777777777778,0.7368421052631579,19
P1,42,marker_tcell,gdT_2,0.0,0.0,2
P1,42,marker_tcell,gdT_3,0.8539325842696629,0.926829268292683,82
P1,42,marker_tcell,gdT_4,0.6101694915254238,0.6923076923076923,26
P1,42,marker_tcell,pDC,0.9824561403508771,0.9824561403508771,57
P1,42,rna_only,ASDC_mDC,0.8,1.0,4
P1,42,rna_only,ASDC_pDC,0.33333333333333337,0.2,5
P1,42,rna_only,B intermediate kappa,0.7848101265822784,0.96875,32
P1,42,rna_only,B intermediate lambda,0.8351648351648353,0.7755102040816326,49
P1,42,rna_only,B memory kappa,0.9324324324324323,0.9452054794520548,73
P1,42,rna_only,B memory lambda,0.9306930693069307,0.9215686274509803,51
P1,42,rna_only,B naive kappa,0.9014084507042254,0.8797250859106529,291
P1,42,rna_only,B naive lambda,0.8338557993730407,0.8471337579617835,157
P1,42,rna_only,CD14 Mono,0.9803177614417833,0.9722483537158984,4252
P1,42,rna_only,CD16 Mono,0.9094412331406551,0.9030612244897959,784
P1,42,rna_only,CD4 CTL,0.9397828232971372,0.9351669941060904,509
P1,42,rna_only,CD4 Naive,0.9292772718465414,0.9599679743795037,2498
P1,42,rna_only,CD4 Proliferating,0.8400000000000001,1.0,21
P1,42,rna_only,CD4 TCM_1,0.8351851851851851,0.8321033210332104,1626
P1,42,rna_only,CD4 TCM_2,0.6382978723404256,0.7407407407407407,81
P1,42,rna_only,CD4 TCM_3,0.7931034482758621,0.773109243697479,714
P1,42,rna_only,CD4 TEM_1,0.751152073732719,0.7086956521739131,230
P1,42,rna_only,CD4 TEM_2,0.5416666666666666,0.6582278481012658,79
P1,42,rna_only,CD4 TEM_3,0.515625,0.5755813953488372,172
P1,42,rna_only,CD8 Naive,0.9577228966094601,0.9315960912052117,1228
P1,42,rna_only,CD8 Naive_2,0.42307692307692313,0.6111111111111112,18
P1,42,rna_only,CD8 Proliferating,0.5384615384615384,0.4375,16
P1,42,rna_only,CD8 TCM_1,0.5407166123778501,0.664,125
P1,42,rna_only,CD8 TCM_2,0.5739130434782609,0.4583333333333333,72
P1,42,rna_only,CD8 TCM_3,0.7753846153846152,0.6737967914438503,187
P1,42,rna_only,CD8 TEM_1,0.8211009174311925,0.7321063394683026,489
P1,42,rna_only,CD8 TEM_2,0.8074534161490683,0.7471264367816092,174
P1,42,rna_only,CD8 TEM_3,0.4722222222222222,0.7391304347826086,46
P1,42,rna_only,CD8 TEM_4,0.819672131147541,0.9727626459143969,514
P1,42,rna_only,CD8 TEM_5,0.6163793103448275,0.45686900958466453,313
P1,42,rna_only,CD8 TEM_6,0.7142857142857144,0.6862745098039216,51
P1,42,rna_only,Doublet,0.5816733067729084,0.7227722772277227,101
P1,42,rna_only,Eryth,0.9411764705882353,1.0,24
P1,42,rna_only,HSPC,0.9865470852017937,0.990990990990991,222
P1,42,rna_only,ILC,1.0,1.0,5
P1,42,rna_only,MAIT,0.7956989247311828,0.8604651162790697,43
P1,42,rna_only,NK Proliferating,0.8928571428571428,0.974025974025974,77
P1,42,rna_only,NK_1,0.8702757916241062,0.9122055674518201,467
P1,42,rna_only,NK_2,0.8790123456790123,0.8042168674698795,664
P1,42,rna_only,NK_3,0.6042780748663101,0.7197452229299363,157
P1,42,rna_only,NK_4,0.7024793388429752,0.6589147286821705,129
P1,42,rna_only,NK_CD56bright,0.8601036269430052,0.8645833333333334,96
P1,42,rna_only,Plasma,0.9906542056074767,0.9814814814814815,54
P1,42,rna_only,Plasmablast,0.8571428571428571,0.75,8
P1,42,rna_only,Platelet,0.9078014184397164,0.920863309352518,139
P1,42,rna_only,Treg Memory,0.8,0.7664233576642335,274
P1,42,rna_only,Treg Naive,0.7563025210084033,0.7601351351351351,296
P1,42,rna_only,cDC1,0.9767441860465117,1.0,21
P1,42,rna_only,cDC2_1,0.6557377049180328,0.625,64
P1,42,rna_only,cDC2_2,0.938337801608579,0.9562841530054644,183
P1,42,rna_only,dnT_1,0.4545454545454545,0.3333333333333333,30
P1,42,rna_only,dnT_2,0.8823529411764706,0.8823529411764706,34
P1,42,rna_only,gdT_1,0.7906976744186046,0.8947368421052632,19
P1,42,rna_only,gdT_2,0.0,0.0,2
P1,42,rna_only,gdT_3,0.810126582278481,0.7804878048780488,82
P1,42,rna_only,gdT_4,0.6249999999999999,0.5769230769230769,26
P1,42,rna_only,pDC,0.9827586206896551,1.0,57
P1,42,random_size_matched_6,ASDC_mDC,0.7272727272727273,1.0,4
P1,42,random_size_matched_6,ASDC_pDC,0.5714285714285715,0.4,5
P1,42,random_size_matched_6,B intermediate kappa,0.8157894736842106,0.96875,32
P1,42,random_size_matched_6,B intermediate lambda,0.7692307692307692,0.7142857142857143,49
P1,42,random_size_matched_6,B memory kappa,0.9090909090909091,0.958904109589041,73
P1,42,random_size_matched_6,B memory lambda,0.8823529411764706,0.8823529411764706,51
P1,42,random_size_matched_6,B naive kappa,0.9270833333333333,0.9175257731958762,291
P1,42,random_size_matched_6,B naive lambda,0.8721311475409836,0.8471337579617835,157
P1,42,random_size_matched_6,CD14 Mono,0.9797619047619048,0.9677798682972719,4252
P1,42,random_size_matched_6,CD16 Mono,0.9211514392991239,0.9387755102040817,784
P1,42,random_size_matched_6,CD4 CTL,0.9753208292201382,0.9705304518664047,509
P1,42,random_size_matched_6,CD4 Naive,0.9531342693296421,0.9647718174539631,2498
P1,42,random_size_matched_6,CD4 Proliferating,0.9333333333333333,1.0,21
P1,42,random_size_matched_6,CD4 TCM_1,0.8621226268285093,0.8517835178351784,1626
P1,42,random_size_matched_6,CD4 TCM_2,0.7187499999999999,0.8518518518518519,81
P1,42,random_size_matched_6,CD4 TCM_3,0.8493932905067809,0.8333333333333334,714
P1,42,random_size_matched_6,CD4 TEM_1,0.8099547511312216,0.7782608695652173,230
P1,42,random_size_matched_6,CD4 TEM_2,0.7341772151898734,0.7341772151898734,79
P1,42,random_size_matched_6,CD4 TEM_3,0.7209302325581395,0.7209302325581395,172
P1,42,random_size_matched_6,CD8 Naive,0.9835931091058244,0.9763843648208469,1228
P1,42,random_size_matched_6,CD8 Naive_2,0.5483870967741935,0.9444444444444444,18
P1,42,random_size_matched_6,CD8 Proliferating,0.5217391304347825,0.375,16
P1,42,random_size_matched_6,CD8 TCM_1,0.6546762589928058,0.728,125
P1,42,random_size_matched_6,CD8 TCM_2,0.7586206896551725,0.7638888888888888,72
P1,42,random_size_matched_6,CD8 TCM_3,0.9326145552560646,0.9251336898395722,187
P1,42,random_size_matched_6,CD8 TEM_1,0.8886438809261301,0.8241308793456033,489
P1,42,random_size_matched_6,CD8 TEM_2,0.8404907975460122,0.7873563218390804,174
P1,42,random_size_matched_6,CD8 TEM_3,0.6166666666666667,0.8043478260869565,46
P1,42,random_size_matched_6,CD8 TEM_4,0.8846487424111014,0.9922178988326849,514
P1,42,random_size_matched_6,CD8 TEM_5,0.7954545454545455,0.670926517571885,313
P1,42,random_size_matched_6,CD8 TEM_6,0.865979381443299,0.8235294117647058,51
P1,42,random_size_matched_6,Doublet,0.7063492063492064,0.8811881188118812,101
P1,42,random_size_matched_6,Eryth,0.9411764705882353,1.0,24
P1,42,random_size_matched_6,HSPC,0.988814317673378,0.9954954954954955,222
P1,42,random_size_matched_6,ILC,1.0,1.0,5
P1,42,random_size_matched_6,MAIT,0.9249999999999999,0.8604651162790697,43
P1,42,random_size_matched_6,NK Proliferating,0.9024390243902438,0.961038961038961,77
P1,42,random_size_matched_6,NK_1,0.8977955911823647,0.9593147751605996,467
P1,42,random_size_matched_6,NK_2,0.9018653690186537,0.8373493975903614,664
P1,42,random_size_matched_6,NK_3,0.6116207951070337,0.6369426751592356,157
P1,42,random_size_matched_6,NK_4,0.744360902255639,0.7674418604651163,129
P1,42,random_size_matched_6,NK_CD56bright,0.8704663212435233,0.875,96
P1,42,random_size_matched_6,Plasma,0.9719626168224299,0.9629629629629629,54
P1,42,random_size_matched_6,Plasmablast,0.9333333333333333,0.875,8
P1,42,random_size_matched_6,Platelet,0.9103942652329748,0.9136690647482014,139
P1,42,random_size_matched_6,Treg Memory,0.819494584837545,0.8284671532846716,274
P1,42,random_size_matched_6,Treg Naive,0.8153078202995009,0.8277027027027027,296
P1,42,random_size_matched_6,cDC1,0.9545454545454545,1.0,21
P1,42,random_size_matched_6,cDC2_1,0.65,0.609375,64
P1,42,random_size_matched_6,cDC2_2,0.9340369393139841,0.9672131147540983,183
P1,42,random_size_matched_6,dnT_1,0.5581395348837209,0.4,30
P1,42,random_size_matched_6,dnT_2,0.8395061728395062,1.0,34
P1,42,random_size_matched_6,gdT_1,0.9047619047619047,1.0,19
P1,42,random_size_matched_6,gdT_2,0.0,0.0,2
P1,42,random_size_matched_6,gdT_3,0.9101796407185628,0.926829268292683,82
P1,42,random_size_matched_6,gdT_4,0.7931034482758621,0.8846153846153846,26
P1,42,random_size_matched_6,pDC,0.9913043478260869,1.0,57
P1,42,random_size_matched_15,ASDC_mDC,0.6,0.75,4
P1,42,random_size_matched_15,ASDC_pDC,0.33333333333333337,0.2,5
P1,42,random_size_matched_15,B intermediate kappa,0.8378378378378379,0.96875,32
P1,42,random_size_matched_15,B intermediate lambda,0.8,0.7755102040816326,49
P1,42,random_size_matched_15,B memory kappa,0.9261744966442953,0.9452054794520548,73
P1,42,random_size_matched_15,B memory lambda,0.9090909090909091,0.8823529411764706,51
P1,42,random_size_matched_15,B naive kappa,0.9315068493150686,0.9347079037800687,291
P1,42,random_size_matched_15,B naive lambda,0.8571428571428571,0.821656050955414,157
P1,42,random_size_matched_15,CD14 Mono,0.9794414735591206,0.9691909689557855,4252
P1,42,random_size_matched_15,CD16 Mono,0.9289827255278311,0.9260204081632653,784
P1,42,random_size_matched_15,CD4 CTL,0.9702970297029703,0.962671905697446,509
P1,42,random_size_matched_15,CD4 Naive,0.9545544750942648,0.9627702161729383,2498
P1,42,random_size_matched_15,CD4 Proliferating,0.9333333333333333,1.0,21
P1,42,random_size_matched_15,CD4 TCM_1,0.8657551274083282,0.8567035670356704,1626
P1,42,random_size_matched_15,CD4 TCM_2,0.7171717171717171,0.8765432098765432,81
P1,42,random_size_matched_15,CD4 TCM_3,0.8457711442786069,0.8333333333333334,714
P1,42,random_size_matched_15,CD4 TEM_1,0.8177777777777778,0.8,230
P1,42,random_size_matched_15,CD4 TEM_2,0.759493670886076,0.759493670886076,79
P1,42,random_size_matched_15,CD4 TEM_3,0.7246376811594202,0.7267441860465116,172
P1,42,random_size_matched_15,CD8 Naive,0.9848670756646216,0.9804560260586319,1228
P1,42,random_size_matched_15,CD8 Naive_2,0.5555555555555556,0.8333333333333334,18
P1,42,random_size_matched_15,CD8 Proliferating,0.56,0.4375,16
P1,42,random_size_matched_15,CD8 TCM_1,0.6743295019157088,0.704,125
P1,42,random_size_matched_15,CD8 TCM_2,0.7567567567567567,0.7777777777777778,72
P1,42,random_size_matched_15,CD8 TCM_3,0.9287598944591028,0.9411764705882353,187
P1,42,random_size_matched_15,CD8 TEM_1,0.8973799126637554,0.8404907975460123,489
P1,42,random_size_matched_15,CD8 TEM_2,0.8424242424242424,0.7988505747126436,174
P1,42,random_size_matched_15,CD8 TEM_3,0.5669291338582676,0.782608695652174,46
P1,42,random_size_matched_15,CD8 TEM_4,0.8798617113223856,0.9902723735408561,514
P1,42,random_size_matched_15,CD8 TEM_5,0.7900763358778626,0.6613418530351438,313
P1,42,random_size_matched_15,CD8 TEM_6,0.7865168539325842,0.6862745098039216,51
P1,42,random_size_matched_15,Doublet,0.674074074074074,0.900990099009901,101
P1,42,random_size_matched_15,Eryth,0.923076923076923,1.0,24
P1,42,random_size_matched_15,HSPC,0.988814317673378,0.9954954954954955,222
P1,42,random_size_matched_15,ILC,1.0,1.0,5
P1,42,random_size_matched_15,MAIT,0.9249999999999999,0.8604651162790697,43
P1,42,random_size_matched_15,NK Proliferating,0.9146341463414633,0.974025974025974,77
P1,42,random_size_matched_15,NK_1,0.8984924623115578,0.9571734475374732,467
P1,42,random_size_matched_15,NK_2,0.8815244407622204,0.8012048192771084,664
P1,42,random_size_matched_15,NK_3,0.622093023255814,0.6815286624203821,157
P1,42,random_size_matched_15,NK_4,0.7545787545787546,0.7984496124031008,129
P1,42,random_size_matched_15,NK_CD56bright,0.8762886597938144,0.8854166666666666,96
P1,42,random_size_matched_15,Plasma,0.9814814814814815,0.9814814814814815,54
P1,42,random_size_matched_15,Plasmablast,0.9333333333333333,0.875,8
P1,42,random_size_matched_15,Platelet,0.9142857142857144,0.920863309352518,139
P1,42,random_size_matched_15,Treg Memory,0.8119507908611598,0.843065693430657,274
P1,42,random_size_matched_15,Treg Naive,0.8089500860585198,0.793918918918919,296
P1,42,random_size_matched_15,cDC1,0.9333333333333333,1.0,21
P1,42,random_size_matched_15,cDC2_1,0.6153846153846154,0.5625,64
P1,42,random_size_matched_15,cDC2_2,0.9263157894736842,0.9617486338797814,183
P1,42,random_size_matched_15,dnT_1,0.6,0.5,30
P1,42,random_size_matched_15,dnT_2,0.8717948717948718,1.0,34
P1,42,random_size_matched_15,gdT_1,0.8837209302325582,1.0,19
P1,42,random_size_matched_15,gdT_2,0.0,0.0,2
P1,42,random_size_matched_15,gdT_3,0.9192546583850932,0.9024390243902439,82
P1,42,random_size_matched_15,gdT_4,0.7868852459016394,0.9230769230769231,26
P1,42,random_size_matched_15,pDC,0.9827586206896551,1.0,57
P1,43,full,ASDC_mDC,0.6666666666666665,0.75,4
P1,43,full,ASDC_pDC,0.7499999999999999,0.6,5
P1,43,full,B intermediate kappa,0.8450704225352113,0.9375,32
P1,43,full,B intermediate lambda,0.7529411764705882,0.6530612244897959,49
P1,43,full,B memory kappa,0.9379310344827586,0.9315068493150684,73
P1,43,full,B memory lambda,0.8952380952380952,0.9215686274509803,51
P1,43,full,B naive kappa,0.9269949066213922,0.9381443298969072,291
P1,43,full,B naive lambda,0.8737864077669903,0.8598726114649682,157
P1,43,full,CD14 Mono,0.9833037300177621,0.9764816556914393,4252
P1,43,full,CD16 Mono,0.9283527250459277,0.9668367346938775,784
P1,43,full,CD4 CTL,0.971201588877855,0.9607072691552063,509
P1,43,full,CD4 Naive,0.9533720232139282,0.9535628502802241,2498
P1,43,full,CD4 Proliferating,0.888888888888889,0.9523809523809523,21
P1,43,full,CD4 TCM_1,0.8625534514355527,0.8683886838868389,1626
P1,43,full,CD4 TCM_2,0.7159090909090908,0.7777777777777778,81
P1,43,full,CD4 TCM_3,0.8185595567867036,0.8277310924369747,714
P1,43,full,CD4 TEM_1,0.7864077669902914,0.7043478260869566,230
